Section,Unit,District,Name,Rank,Station,Office 1,Office 2,Mobile 1,Mobile 2,Email
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-2 Shivamogga Rural PS, Office",PSI-2 Shivamogga Rural PS,Office,—,,9480803376,,
Ranges,Eastern Range – Davanagere,Davanagere,"PI Kumsi PS, Office",PI Kumsi PS,Office,262332,,9480803351,,kumsishi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"CPI Shivamogga Traffic Circle, Office",CPI Shivamogga Traffic Circle,Office,240666,,9480803309,,cpismgtrafficshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-1 Shivamogga Traffic East PS, Office",PSI-1 Shivamogga Traffic East PS,Office,240666,,9480803335,,trafficeastshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-1 Shivamogga Traffic West PS, Office",PSI-1 Shivamogga Traffic West PS,Office,261417,,9480803346,,
Ranges,Eastern Range – Davanagere,Davanagere,"ASP Bhadravathi, Office",ASP Bhadravathi,Office,274252,,9480803320,,sdpobdvtshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"CPI Bhadravathi Town, Office",CPI Bhadravathi Town,Office,266549,,9480803334,,cpibdvttownshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-1 Old Town Bhadravathi, Office",PSI-1 Old Town Bhadravathi,Office,266343,,9480803354,,oldtownbdvtshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-2 Old Town Bhadravathi, Office",PSI-2 Old Town Bhadravathi,Office,266343,,9480803380,,
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-1 New Town Bhadravathi, Office",PSI-1 New Town Bhadravathi,Office,274313,,9480803355,,newtownbdvtshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-2 New Town Bhadravathi, Office",PSI-2 New Town Bhadravathi,Office,274313,,9480803381,,
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-1 Bhadravathi Traf. PS, Office",PSI-1 Bhadravathi Traf. PS,Office,276314,,9480803356,,bdvttrafficshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-2 Bhadravathi Traf. PS, Office",PSI-2 Bhadravathi Traf. PS,Office,276314,,—,,
Ranges,Eastern Range – Davanagere,Davanagere,"PSI Hosamane PS, Office",PSI Hosamane PS,Office,266022,,9480803312,,hosamaneshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PI Holehonnur PS, Office",PI Holehonnur PS,Office,235494,,9480803359,,holehonnurshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI Holehonnur PS, Office",PSI Holehonnur PS,Office,235494,,—,,
Ranges,Eastern Range – Davanagere,Davanagere,"PI Paper Town PS, Office",PI Paper Town PS,Office,270456,,9480803358,,papertoenbdvtshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI Paper Town PS, Office",PSI Paper Town PS,Office,270456,,—,,
Ranges,Eastern Range – Davanagere,Davanagere,"PI Bhadravathi Rural PS, Office",PI Bhadravathi Rural PS,Office,270100,,9480803357,,cpibdvtruralshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"DySP Thirthahalli, Office",DySP Thirthahalli,Office,220388,,9480803340,,sdpothallishi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"CPI Malur Circle, Office",CPI Malur Circle,Office,228310,,9480803333,,cpithirthahalllishi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI Malur PS, Office",PSI Malur PS,Office,235142,,9480803353,,malurshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-1 Agumbe PS, Office",PSI-1 Agumbe PS,Office,233181,,9480803314,,agumbeshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-2 Agumbe PS, Office",PSI-2 Agumbe PS,Office,233181,,9480803379,,
Ranges,Eastern Range – Davanagere,Davanagere,"PI Thirthahalli PS, Office",PI Thirthahalli PS,Office,228333,,9480803352,,thirthahallishi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-1 Thirthahalli PS, Office",PSI-1 Thirthahalli PS,Office,228333,,—,,
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-2 Thirthahalli PS, Office",PSI-2 Thirthahalli PS,Office,228333,,9480803378,,
Ranges,Eastern Range – Davanagere,Davanagere,"CPI Hosanagara Circle, Office",CPI Hosanagara Circle,Office,221244,,9480803337,,cpihosanagarashi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI Hosanagara PS, Office",PSI Hosanagara PS,Office,221244,,9480803364,,hosanagarashi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI Ripponpete PS, Office",PSI Ripponpete PS,Office,242635,,9480803365,,ripponpeteshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-1 Nagara PS, Office",PSI-1 Nagara PS,Office,243433,,9480803313,,nagarashi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-2 Nagara PS, Office",PSI-2 Nagara PS,Office,243433,,—,,
Ranges,Eastern Range – Davanagere,Davanagere,"ASP Sagar, Office",ASP Sagar,Office,226082,,9480803322,,sdposagarashi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PI Sagara Town PS, Office",PI Sagara Town PS,Office,226067,,9480803360,,sagaratownshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI Sagara Town PS, Office",PSI Sagara Town PS,Office,226067,,9480803384,,
Ranges,Eastern Range – Davanagere,Davanagere,"PI Sagara Rural PS, Office",PI Sagara Rural PS,Office,226194,,9480803361,,sagararuralshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-1 Sagara Rural PS, Office",PSI-1 Sagara Rural PS,Office,226194,,—,,
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-2 Sagara Rural PS, Office",PSI-2 Sagara Rural PS,Office,226194,,9480803385,,
Ranges,Eastern Range – Davanagere,Davanagere,"CPI Kargal Circle, Office",CPI Kargal Circle,Office,240324,,9480803336,,kargalshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI Kargal PS, Office",PSI Kargal PS,Office,240324,,9480803362,,kargalshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI Anandapura PS, Office",PSI Anandapura PS,Office,—,,9480803363,,anandapurashi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"DySP, Shikaripura",DySP,Shikaripura,08187-222442,,9480803323,,sdposhikaripurashi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"CPI Shikaripura Circle, Office",CPI Shikaripura Circle,Office,222430,,9480803338,,cpishikaripurashi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-1 Shikaripura Town PS, Office",PSI-1 Shikaripura Town PS,Office,222772,,9480803371,,shikaripurashi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-2 Shikaripura Town PS, Office",PSI-2 Shikaripura Town PS,Office,222772,,9480803386,,
Ranges,Eastern Range – Davanagere,Davanagere,"PSI Shiralakoppa PS, Office",PSI Shiralakoppa PS,Office,234511,,9480803367,,shiralakoppashi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PI Shikaripura (R) PS, Office",PI Shikaripura (R) PS,Office,223430,,9480803366,,shikaripuraruralshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"CPI Soraba Circle, Office",CPI Soraba Circle,Office,272122,,9480803339,,cpisorabashi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-1 Soraba PS, Office",PSI-1 Soraba PS,Office,272210,,9480803368,,
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-1 Soraba PS, Office",PSI-1 Soraba PS,Office,272210,,9480803387,,
Ranges,Eastern Range – Davanagere,Davanagere,"PSI Anavatti PS, Office",PSI Anavatti PS,Office,267135,,9480803369,,anavattishi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"AAO, Office",AAO,Office,259022,,—,,
Ranges,Eastern Range – Davanagere,Davanagere,"DySP DAR, Office",DySP DAR,Office,261412,,9480803306,,darshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"DySP INT, Office",DySP INT,Office,226905,,—,,
Ranges,Eastern Range – Davanagere,Davanagere,"PI DSB, Office",PI DSB,Office,261436,,9480803307,,dsbshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"DySP DCRB, Office",DySP DCRB,Office,261422,,—,,dcrbshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PI DCRB, Office",PI DCRB,Office,261422,,9480803309,,dcrbshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PI FPB, Office",PI FPB,Office,—,,9480803310,,
Ranges,Eastern Range – Davanagere,Davanagere,"RPI DAR Bhadravathi, Office",RPI DAR Bhadravathi,Office,270495,,9480803389,,darbdvtshi@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"DySP/PI KLA, Office",DySP/PI KLA,Office,222671,,—,,
Ranges,Eastern Range – Davanagere,Davanagere,"PSI DCRB Shivamogga, Office",PSI DCRB Shivamogga,Office,—,,9480803392,,
Ranges,Eastern Range – Davanagere,Davanagere,"PI INT, Office",PI INT,Office,227273,,9449878626,,
Ranges,Eastern Range – Davanagere,Davanagere,"PI MESCOM, Office",PI MESCOM,Office,251910,,—,,
Ranges,Eastern Range – Davanagere,Davanagere,"PSI Railway, Office",PSI Railway,Office,222974,,9480802124,,
Ranges,Eastern Range – Davanagere,Davanagere,"DC Shivamogga, Office",DC Shivamogga,Office,271101,,—,,deo.shimoga@gmail.com
Ranges,Eastern Range – Davanagere,Davanagere,"Forest Office, Office",Forest Office,Office,272210,,—,,
Ranges,Eastern Range – Davanagere,Davanagere,"Old Age Help Line Shivamogga, Office",Old Age Help Line Shivamogga,Office,221188,,260424,,
Ranges,Eastern Range – Davanagere,Davanagere,"Fire Office, Office",Fire Office,Office,222888,,—,,
Ranges,Eastern Range – Davanagere,Davanagere,"Women Help Line, Office",Women Help Line,Office,271628,,1091,,
Ranges,Eastern Range – Davanagere,Davanagere,"Remand Room, Office",Remand Room,Office,223157,,—,,
Ranges,Eastern Range – Davanagere,Davanagere,"SP, Haveri",SP,Haveri,232800,,RES-297280,,sphvr@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"Addl. SP, Haveri",Addl. SP,Haveri,235880,,RES-235881,,addlsphvr@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"District C/Room, Office",District C/Room,Office,237368,,9480804500,,dchvr@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PI (W) C/Room, Office",PI (W) C/Room,Office,233766,,9480800953,,
Ranges,Eastern Range – Davanagere,Davanagere,"ERSS, Office",ERSS,Office,232143,,298900,,
Ranges,Eastern Range – Davanagere,Davanagere,"DySP Haveri, Office",DySP Haveri,Office,232470,,9480804520,,sdpohaverihvr@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"DySP DAR, Office",DySP DAR,Office,—,,9480804506,,
Ranges,Eastern Range – Davanagere,Davanagere,"PI Haveri Town PS, Office",PI Haveri Town PS,Office,232333,,9480804545,,haveritownhvr@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-1 Haveri Town PS, Office",PSI-1 Haveri Town PS,Office,—,,8277984039,,
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-2 Haveri Town PS, Office",PSI-2 Haveri Town PS,Office,—,,8277984024,,
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-3 Haveri Town PS, Office",PSI-3 Haveri Town PS,Office,—,,8277984077,,
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-4 Haveri Town PS, Office",PSI-4 Haveri Town PS,Office,—,,8277984091,,
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-1 Haveri Traffic PS, Office",PSI-1 Haveri Traffic PS,Office,—,,8277984025,,haveritraffic@ksp.gov.in
Ranges,Eastern Range – Davanagere,Davanagere,"PSI-2 Haveri Traffic PS, Office",PSI-2 Haveri Traffic PS,Office,—,,8277984096,,
Ranges,Eastern Range – Davanagere,Davanagere,"PI Women PS, Office",PI Women PS,Office,232633,,8277984068,,womenpshvr@ksp.gov.in
