Section,Unit,District,Name,Rank,Station,Office 1,Office 2,Mobile 1,Mobile 2,Email
Control Room,Control Rooms in Bengaluru,Bengaluru City,"IV BN KSRP C/Room BENGALURU, Office",IV BN KSRP C/Room BENGALURU,Office,22942118,,25530257,,
Control Room,Control Rooms in Bengaluru,Bengaluru City,"IX BN KSRP C/Room KOODLU, Office",IX BN KSRP C/Room KOODLU,Office,28440661,,28440673,,
Control Room,Control Rooms in Bengaluru,Bengaluru City,"CBI C/Room, Office",CBI C/Room,Office,23331026,,23331977,,
Control Room,Control Rooms in Bengaluru,Bengaluru City,"ISPW C/Room, Office",ISPW C/Room,Office,22259660,,—,,
Control Room,Control Rooms in Bengaluru,Bengaluru City,"DISASTER C/Room (REVENUE DEPT), Office",DISASTER C/Room (REVENUE DEPT),Office,22253707,,22340676,,
Control Room,Control Rooms in Bengaluru,Bengaluru City,"DISASTER C/Room, COP",DISASTER C/Room,COP,22943283,,—,,
Control Room,Control Rooms in Bengaluru,Bengaluru City,"FIRE & EMERGENCY SERVICES C/Room, Office",FIRE & EMERGENCY SERVICES C/Room,Office,22971500,,22971600,,
Control Room,Control Rooms in Bengaluru,Bengaluru City,"HOME GUARDS C/Room, Office",HOME GUARDS C/Room,Office,25553234,,25576853,,
Control Room,Control Rooms in Bengaluru,Bengaluru City,"CIVIL DEFENCE C/Room, Office",CIVIL DEFENCE C/Room,Office,22267920,,22942720,,
State Police Headquarters,Control Rooms in Bengaluru,Bengaluru City,"CRPF BENGALURU, Office",CRPF BENGALURU,Office,080-28567730,,—,,
State Police Headquarters,Control Rooms in Bengaluru,Bengaluru City,"VIDHANA SOUDHA EXCHANGE, Office",VIDHANA SOUDHA EXCHANGE,Office,22032000,,22032998,,
State Police Headquarters,Control Rooms in Bengaluru,Bengaluru City,"VIKASA SOUDHA EXCHANGE, Office",VIKASA SOUDHA EXCHANGE,Office,22035005,,22034545,,
State Police Headquarters,Officers on State Deputation,Bengaluru City,"IGP, Vigilance Water Resource Development, Bengaluru",IGP,"Vigilance Water Resource Development, Bengaluru",22384076,,22874201,,igpwrv@gmail.com
State Police Headquarters,Officers on State Deputation,Bengaluru City,"DIGP & Secretary, Karnataka Building and Other Construction Workers Welfare Board Bengaluru",DIGP & Secretary,Karnataka Building and Other Construction Workers Welfare Board Bengaluru,—,,9902956196,,
State Police Headquarters,Officers on State Deputation,Bengaluru City,"DIGP & Director, BMTC (Security & Vigilance), Bengaluru",DIGP & Director,"BMTC (Security & Vigilance), Bengaluru",080-22537512,,080-22537513,,directorsv@mybmtc.com
State Police Headquarters,Officers on State Deputation,Bengaluru City,"SP, BDA, Bengaluru",SP,"BDA, Bengaluru",080-23364227,,7019053100,,sp@bdabangalore.org
State Police Headquarters,Officers on State Deputation,Bengaluru City,"SP, BESCOM Vigilance, Bengaluru",SP,"BESCOM Vigilance, Bengaluru",080-22381838,,9448042375,,spvigilance@yahoo.in
Special Units,"Home, Civil Defence, Fire & Emergency Services",Bengaluru City,"North Fire Station, Bengaluru",North Fire Station,Bengaluru,080-22971536,,,,fsonorth.ksfes@ka.gov.in
Special Units,"Home, Civil Defence, Fire & Emergency Services",Bengaluru City,"South Fire Station, Bengaluru",South Fire Station,Bengaluru,080-22971535,,,,fsosouth.ksfes@ka.gov.in
Special Units,Internal Security Division (ISD),Bengaluru City,"ADGP, Second-In-Command Karnataka State Bengaluru",ADGP,Second-In-Command Karnataka State Bengaluru,080-22943812,,25303900,,
Special Units,Internal Security Division (ISD),Bengaluru City,"Commandant KSISF-I BN, Bengaluru",Commandant KSISF-I BN,Bengaluru,080-22942291,,22942285,,cmdbtn1ksisf@ksp.gov.in
Special Units,Internal Security Division (ISD),Bengaluru City,"DySP, ISD BENGALURU EAST",DySP,ISD BENGALURU EAST,—,,9480800623,,
Special Units,Internal Security Division (ISD),Bengaluru City,"DySP, ISD BENGALURU WEST",DySP,ISD BENGALURU WEST,—,,9480800626,,
Special Units,Internal Security Division (ISD),Bengaluru City,"DySP, ISD BENGALURU CENTRAL",DySP,ISD BENGALURU CENTRAL,—,,9480800627,,
Special Units,Internal Security Division (ISD),Bengaluru City,"PI, SOUTH DIVISION BENGALURU",PI,SOUTH DIVISION BENGALURU,—,,9480800706,,
Special Units,Internal Security Division (ISD),Bengaluru City,"PI, EAST DIVISION BENGALURU",PI,EAST DIVISION BENGALURU,—,,9480800667,,
Special Units,Internal Security Division (ISD),Bengaluru City,"PI, WEST DIVISION BENGALURU",PI,WEST DIVISION BENGALURU,—,,9480800668,,
Special Units,Karnataka Lokayukta,Bengaluru City,"SP, KLA, Bengaluru Rural",SP,"KLA, Bengaluru Rural",080-22353821,,22011598,,kla_spbangalore_ka@ka.gov.in
Special Units,Criminal Investigation Department (CID),Bengaluru City,"AO, CID BENGALURU",AO,CID BENGALURU,080-22094634,,22942815,,
Special Units,Police Training Wing,Bengaluru City,"ADGP, Training, Bengaluru",ADGP,"Training, Bengaluru",080-22343708,,22943031,,"dgptraining@ksp.gov.in, igptrg@ksp.gov.in"
Special Units,Police Training Institutions,Bengaluru City,"DySP(W), KSPWTS, Bengaluru",DySP(W),"KSPWTS, Bengaluru",080-22942757,,080-22943626,,kspwtraining@gmail.com
Special Units,KSPH & IDCL,Bengaluru City,"DGP, Chairman and MD, KSPH & IDCL Bengaluru",DGP,"Chairman and MD, KSPH & IDCL Bengaluru",080-22943190,,25584304,,mdksphc@ksp.gov.in
Special Units,Bengaluru Metropolitan Task Force (BMTF),Bengaluru City,"ADGP BMTF, Office",ADGP BMTF,Office,080-22975586,,080-22943454,,"bmtf.policestation@gmail.com, adgpbmtf@gmail.com"
Special Units,Bengaluru Metropolitan Task Force (BMTF),Bengaluru City,"SP BMTF, Office",SP BMTF,Office,080-22975587,,9480685372,,spbmtf@gmail.com
Special Units,Bengaluru Metropolitan Task Force (BMTF),Bengaluru City,"DySP, BMTF",DySP,BMTF,080-22975588,,9480683347,,bmtfdysp@gmail.com
Special Units,Department of Prisons & Correctional Services,Bengaluru City,"Chief Superintendent of Prison, Bengaluru",Chief Superintendent of Prison,Bengaluru,080-25731611,,25737564,,cpblr.prisons-kar@gov.in
Special Units,Department of Prisons & Correctional Services,Bengaluru City,"CENTRAL JAIL, PARAPPANA AGRAHARA, BENGALURU",CENTRAL JAIL,"PARAPPANA AGRAHARA, BENGALURU",25733743,,25733809,,
Special Units,Karnataka State Reserve Police (KSRP),Bengaluru City,"Commandant, I-BN, Bengaluru",Commandant,"I-BN, Bengaluru",080-22942316,,25584416,,cmdt1bn@ksp.gov.in
Special Units,Karnataka State Reserve Police (KSRP),Bengaluru City,"Commandant, III-BN, Bengaluru",Commandant,"III-BN, Bengaluru",080-25532332,,25538262,,cmdt3bn@ksp.gov.in
Special Units,Karnataka State Reserve Police (KSRP),Bengaluru City,"Commandant, IV-BN, Bengaluru",Commandant,"IV-BN, Bengaluru",080-22942398,,25533541,,cmdt4bn@ksp.gov.in
Special Units,Karnataka State Reserve Police (KSRP),Bengaluru City,"Commandant, IX-BN, Koodlu, Bengaluru",Commandant,"IX-BN, Koodlu, Bengaluru",080-28440673,,25741554,,cmdt9bn@ksp.gov.in
Special Units,Karnataka State Reserve Police (KSRP),Bengaluru City,"Commandant, IRB, AVATI-KUDUGURKI, BENGALURU URBAN",Commandant,"IRB, AVATI-KUDUGURKI, BENGALURU URBAN",—,,9448065817 (PER.NO),,irbavathi@ksp.gov.in
Special Units,IRB,Bengaluru City,"Commandant, IRB, AVATI-KUDUGURKI, BENGALURU URBAN",Commandant,"IRB, AVATI-KUDUGURKI, BENGALURU URBAN",—,,9448065817 (PER.NO),,
Special Units,KSRP Battalions,Bengaluru City,"Commandant, I-BN, Bengaluru",Commandant,"I-BN, Bengaluru",25584416,,22942316,,cmdt1bn@ksp.gov.in
Special Units,KSRP Battalions,Bengaluru City,"I-BN KSRP, C/Room BENGALURU",I-BN KSRP,C/Room BENGALURU,25584116,,22942555,,ksrpcr1bn@ksp.gov.in
Special Units,KSRP Battalions,Bengaluru City,"POLICE PUBLIC SCHOOL (KSRP Campus, Koramangala, Bengaluru)",POLICE PUBLIC SCHOOL (KSRP Campus,"Koramangala, Bengaluru)",25506765,,22943674,,
Special Units,KSRP Battalions,Bengaluru City,"Commandant, III-BN, Bengaluru",Commandant,"III-BN, Bengaluru",25532332,,22942396,,cmdt3bn@ksp.gov.in
Special Units,KSRP Battalions,Bengaluru City,"III-BN KSRP, C/Room BENGALURU",III-BN KSRP,C/Room BENGALURU,22943638,,9480800836,,ksrpcr3bn@ksp.gov.in
Special Units,KSRP Battalions,Bengaluru City,"Commandant, IV-BN, Bengaluru",Commandant,"IV-BN, Bengaluru",080-22942398,,25533541,,cmdt4bn@ksp.gov.in
Special Units,KSRP Battalions,Bengaluru City,"IV-BN KSRP, C/Room BENGALURU",IV-BN KSRP,C/Room BENGALURU,22942118,,25530257,,ksrpcr4bn@ksp.gov.in
Special Units,KSRP Battalions,Bengaluru City,"Commandant, IX-BN, Koodlu, Bengaluru",Commandant,"IX-BN, Koodlu, Bengaluru",28440673,,25741554,,cmdt9bn@ksp.gov.in
Special Units,IRB Battalions & Training Institutions,Bengaluru City,"Commandant, IRB, AVATI-KUDUGURKI, BENGALURU URBAN",Commandant,"IRB, AVATI-KUDUGURKI, BENGALURU URBAN",—,,9448065817 (PER.NO),,irbavathi@ksp.gov.in
Special Units,"Communication, Logistics & Modernisation",Bengaluru City,"DCP(W), Bengaluru City",DCP(W),Bengaluru City,080-22942338,,22250999,,"dcpcontrol@ksp.gov.in, ccrblore@ksp.gov.in"
Special Units,"Communication, Logistics & Modernisation",Bengaluru City,"DySP (W), Crypto & Training, KSPWTS Bengaluru",DySP (W),"Crypto & Training, KSPWTS Bengaluru",080-22942757,,22943626,,"kspwtraining@gmail.com, kspwtrg@ksp.gov.in"
Special Units,"Communication, Logistics & Modernisation",Bengaluru City,"DySP(W), Central Zone Bengaluru",DySP(W),Central Zone Bengaluru,080-22942332,,9480800907,,
Special Units,"Communication, Logistics & Modernisation",Bengaluru City,"ACP(W), C/Room Bengaluru City",ACP(W),C/Room Bengaluru City,080-22200914,,9480800905,,
Special Units,Directorate of Civil Rights Enforcement (DCRE),Bengaluru City,"SP, HQ, DCRE, Bengaluru",SP,"HQ, DCRE, Bengaluru",080-22266891,,9480806103,,sphqdcre@ksp.gov.in
Special Units,Directorate of Civil Rights Enforcement (DCRE),Bengaluru City,"SP, ADMIN, DCRE, Bengaluru",SP,"ADMIN, DCRE, Bengaluru",080-22268003,,9480806104,,spadmindcre@ksp.gov.in
Special Units,Directorate of Civil Rights Enforcement (DCRE),Bengaluru City,"SP, DCRE, Bengaluru City Range",SP,"DCRE, Bengaluru City Range",080-29910753,,9480806105,,spbngcitydcre@ksp.gov.in
Special Units,Karnataka Railways Police,Bengaluru City,"DySP, Railways Bengaluru Sub-Division",DySP,Railways Bengaluru Sub-Division,080-22872483,,22943733,,sdpoblorerly@ksp.gov.in
Special Units,Karnataka Railways Police,Bengaluru City,"PI, Railways RCRB, Bengaluru",PI,"Railways RCRB, Bengaluru",080-22943176,,22268591,,rcrbrly@ksp.gov.in
Special Units,Karnataka Railways Police,Bengaluru City,"CPI, Railways Cantonment, Bengaluru",CPI,"Railways Cantonment, Bengaluru",080-22266260,,22942212,,cpiblorecantrly@ksp.gov.in
Special Units,Finger Print Bureau (FPB),Bengaluru City,"SP, FPB, Bengaluru",SP,"FPB, Bengaluru",080-22943590,,22942387,,"fpb@ksp.gov.in, spfpb@ksp.gov.in"
Special Units,Finger Print Bureau (FPB),Bengaluru City,"ACP, FPB, Bengaluru City",ACP,"FPB, Bengaluru City",080-22942190,,22943280,,fpubcp@ksp.gov.in
Special Units,Finger Print Bureau (FPB),Bengaluru City,"DySP, FPB, Admin Madiwala, Bengaluru",DySP,"FPB, Admin Madiwala, Bengaluru",080-22943215,,9480800479,,
Special Units,Finger Print Bureau (FPB),Bengaluru City,"DySP, FPB HQRS, Madiwala, Bengaluru",DySP,"FPB HQRS, Madiwala, Bengaluru",22943438,,9480800478,,
Special Units,Finger Print Bureau (FPB),Bengaluru City,"PI, FPB, Bengaluru",PI,"FPB, Bengaluru",080-22208393,,9480802410,,
Commissionerates,Bengaluru City,Bengaluru City,"CP, Bengaluru City",CP,Bengaluru City,080-22260222,,9480801001,,compolbcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"IGP, Addl. CP, Intelligence, Bengaluru City",IGP,"Addl. CP, Intelligence, Bengaluru City",22200924,,22942254,,jtcpintbcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"IGP, Addl. CP, Crime",IGP,"Addl. CP, Crime",22263875,,22942372,,jtcpcrimebcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DIGP, Joint CP, Traffic",DIGP,"Joint CP, Traffic",22942276,,22862222,,"jtcptrafficbcp@ksp.gov.in, addlcptrafficbcp@ksp.gov.in"
Commissionerates,Bengaluru City,Bengaluru City,"DIGP, Joint CP, West Bengaluru City",DIGP,"Joint CP, West Bengaluru City",22200902,,22942259,,addlcpwest@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DIGP, Joint CP, East Bengaluru City",DIGP,"Joint CP, East Bengaluru City",22200904,,22942267,,addlcpeast@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DIGP, Joint CP, Admin",DIGP,"Joint CP, Admin",22268374,,22943359,,ddlcpadmin@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, East",DCP,East,25567085,,22942312,,dcpeastbcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, Traffic North",DCP,Traffic North,23551133,,22942411,,dcptrafficnorth@gmail.com
Commissionerates,Bengaluru City,Bengaluru City,"DCP, West",DCP,West,22370195,,22942356,,dcpwest@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, Traffic South",DCP,Traffic South,22943561,,9480800820,,dcptrfsouthbcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, Traffic West",DCP,Traffic West,22942318,,22943034,,"dcptrafficwest@gmail.com, dcptrfwest@ksp.gov.in"
Commissionerates,Bengaluru City,Bengaluru City,"DCP, South-East",DCP,South-East,25530284,,22943465,,dcpsoutheastbcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, Crime-1",DCP,Crime-1,22200912,,22942366,,dcpcrbcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, Central",DCP,Central,22942344,,22865907,,dcpcentral@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, CAR, HQ",DCP,"CAR, HQ",26701406,,22942415,,dcpcarhq@gmail.com
Commissionerates,Bengaluru City,Bengaluru City,"DCP, North-West",DCP,North-West,22943553,,22943661 (C,,dcpnorthwestbcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, South",DCP,South,26635199,,22942309,,dcpsouthbcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, North",DCP,North,22942299,,23567714,,dcpnorth@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, Command Center",DCP,Command Center,22202593,,22943177,,dcpcomdcentrebcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, INT, Bengaluru City",DCP,"INT, Bengaluru City",22200920,,22942354,,dcpintbcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, Whitefield",DCP,Whitefield,22942852,,25223022,,dcpwhitefieldbcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, North-East",DCP,North-East,23632002,,22943676,,dcpnortheast@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, Admin",DCP,Admin,22200918,,22942358,,dcpadminbcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, Traffic East",DCP,Traffic East,22860787,,22942346,,dcptrfeast@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, South-West",DCP,South-West,080-22942300,,9480801005,,dcpsouthwestbcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, Electronic City",DCP,Electronic City,—,,9480801008,,
Commissionerates,Bengaluru City,Bengaluru City,"DCP, Vidhan Soudha Security",DCP,Vidhan Soudha Security,22353129,,22033968,,dcpvsoudhasec@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, CAR-South",DCP,CAR-South,29510856,,22942370,,dcpcarsouthbcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, CAR-North",DCP,CAR-North,28465406,,22942368,,dcpcarnorthbcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, CAR-West",DCP,CAR-West,22942964,,9480806022,,dcpcarwestbcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, Crime-2",DCP,Crime-2,22942374,,22202375,,dcpcrime2bcp@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP, VVIP Security",DCP,VVIP Security,22280020,,22942941,,dcpvvipsec@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"DCP(W), C/Room, Bengaluru City",DCP(W),"C/Room, Bengaluru City",22942338,,22250999,,"dcpcontrol@ksp.gov.in, ccrblore@ksp.gov.in"
Commissionerates,Bengaluru City,Bengaluru City,"ACP(W), C/Room, Bengaluru City",ACP(W),"C/Room, Bengaluru City",22200914,,9480800905,,
Commissionerates,Bengaluru City,Bengaluru City,"PI(W)-1, C/Room, Bengaluru City",PI(W)-1,"C/Room, Bengaluru City",22943772,,9480801036,,
Commissionerates,Bengaluru City,Bengaluru City,"PI(W)-2, C/Room, Bengaluru City",PI(W)-2,"C/Room, Bengaluru City",—,,9480801701,,
Commissionerates,Bengaluru City,Bengaluru City,"C/Room, Bengaluru City",C/Room,Bengaluru City,22942222,,22943400,,ccrblore@ksp.gov.in
Commissionerates,Bengaluru City,Bengaluru City,"ACP Cyber Crime PS, Office",ACP Cyber Crime PS,Office,22375522,,9480801110,,
Commissionerates,Bengaluru City,Bengaluru City,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,22375522,,9480801554,,
Commissionerates,Bengaluru City,Bengaluru City,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,—,,9113201439,,
Commissionerates,Bengaluru City,Bengaluru City,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,—,,9113201446,,
Commissionerates,Bengaluru City,Bengaluru City,"VIP C/Room, Office",VIP C/Room,Office,22943660,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"Master C/Room, Office",Master C/Room,Office,22943322,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"Central C/Room, Office",Central C/Room,Office,22943003,,9480801100,,
Commissionerates,Bengaluru City,Bengaluru City,"East C/Room, Office",East C/Room,Office,22943535,,9480801200,,
Commissionerates,Bengaluru City,Bengaluru City,"West C/Room, Office",West C/Room,Office,22943232,,9480801700,,
Commissionerates,Bengaluru City,Bengaluru City,"North C/Room, Office",North C/Room,Office,22943434,,9480801300,,
Commissionerates,Bengaluru City,Bengaluru City,"South C/Room, Office",South C/Room,Office,22943111,,22943296,,
Commissionerates,Bengaluru City,Bengaluru City,"South-East C/Room, Office",South-East C/Room,Office,22943482,,81,,
Commissionerates,Bengaluru City,Bengaluru City,"North-East C/Room, Office",North-East C/Room,Office,22943060,,9480801400,,
Commissionerates,Bengaluru City,Bengaluru City,"Whitefield C/Room, Office",Whitefield C/Room,Office,22942959,,9480801144,,
Commissionerates,Bengaluru City,Bengaluru City,"North-West C/Room, Office",North-West C/Room,Office,22943661,,9480801141,,
Commissionerates,Bengaluru City,Bengaluru City,"South-West C/Room, Office",South-West C/Room,Office,22943300,,9480801140,,
Commissionerates,Bengaluru City,Bengaluru City,"Electronic City C/Room, Office",Electronic City C/Room,Office,22943355,,9480801142,,
Commissionerates,Bengaluru City,Bengaluru City,"Hoysala C/Room, Office",Hoysala C/Room,Office,22943000,,22943743,,
Commissionerates,Bengaluru City,Bengaluru City,"Traffic Central C/Room, Office",Traffic Central C/Room,Office,22943663,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"Traffic East C/Room, Office",Traffic East C/Room,Office,22943131,,22942346,,
Commissionerates,Bengaluru City,Bengaluru City,"Traffic West C/Room, Office",Traffic West C/Room,Office,22943030,,9480801900,,
Commissionerates,Bengaluru City,Bengaluru City,"Traffic North C/Room, Office",Traffic North C/Room,Office,22943684,,9480801096,,
Commissionerates,Bengaluru City,Bengaluru City,"Traffic South C/Room, Office",Traffic South C/Room,Office,22942704,,9480801097,,
Commissionerates,Bengaluru City,Bengaluru City,"Namma 112, Office",Namma 112,Office,22943747,,22943745,,
Commissionerates,Bengaluru City,Bengaluru City,"Makkala Sahayavani, Office",Makkala Sahayavani,Office,22943224,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"Vanitha Sahayavani, Office",Vanitha Sahayavani,Office,22943225,,1091,,
Commissionerates,Bengaluru City,Bengaluru City,"Elders Helpline, Office",Elders Helpline,Office,22943226,,1090,,
Commissionerates,Bengaluru City,Bengaluru City,"NDPS, Office",NDPS,Office,22943769,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"ACP PRO, Office",ACP PRO,Office,22259590,,9480801089,,
Commissionerates,Bengaluru City,Bengaluru City,"Social Media Cell, Office",Social Media Cell,Office,22943001,,9480801000,,
Commissionerates,Bengaluru City,Bengaluru City,"Deployment Section, Office",Deployment Section,Office,22942865,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"Command Centre, Office",Command Centre,Office,22202593,,22943177,,
Commissionerates,Bengaluru City,Bengaluru City,"GPS, Office",GPS,Office,22943658,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"CCTV, Office",CCTV,Office,22943746,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"Arms, Office",Arms,Office,22942373,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"Automation Centre, Office",Automation Centre,Office,22943381,,22943173,,
Commissionerates,Bengaluru City,Bengaluru City,"Studio Section, Office",Studio Section,Office,22943228,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"COP Stores, Office",COP Stores,Office,22943667,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"COP Main Gate, Office",COP Main Gate,Office,22943275,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"COP Back Gate, Office",COP Back Gate,Office,22943100,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"EST Accounts, Office",EST Accounts,Office,22943138,,22943395,,
Commissionerates,Bengaluru City,Bengaluru City,"Human Rights, Office",Human Rights,Office,22392205,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"FRRO, Office",FRRO,Office,22218195,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"KAS Officers Guest House, Office",KAS Officers Guest House,Office,22206287,,—,,
Commissionerates,Bengaluru City,Bengaluru City,"KSP App, Office",KSP App,Office,22943772,,—,,
