Section,Unit,District,Name,Rank,Station,Office 1,Office 2,Mobile 1,Mobile 2,Email
Special Units,Finger Print Bureau (FPB),Mangaluru,"PI FPB, Mangaluru",PI FPB,Mangaluru,—,,8277986369,,
Special Units,Finger Print Bureau (FPB),Chikkamagaluru,"PI FPB, Chikkamagaluru",PI FPB,Chikkamagaluru,—,,9945325388,,
Special Units,Finger Print Bureau (FPB),Udupi,"PI FPB, Udupi",PI FPB,Udupi,—,,,,
Special Units,Directorate of Forensic Science Laboratory (FSL),Mangaluru,"Deputy Director, RFSL, Mangaluru",Deputy Director,"RFSL, Mangaluru",0824-2220564,,2220542,,rfslmaq@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"CP, Mangaluru City",CP,Mangaluru City,2220801,,2220800,,compolmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"DCP Law & Order, Office",DCP Law & Order,Office,2220803,,RES-2220804,,dcplomgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"DCP Crime & Traffic, Office",DCP Crime & Traffic,Office,2220805,,9480802305,,dcpcrimemgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"DCP CAR, Office",DCP CAR,Office,2220811,,9480802306,,dcpcarmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PI (W), Office",PI (W),Office,2220825,,9480800929,,
Commissionerates,Mangaluru City,Mangaluru,"City C/Room Mangaluru, Office",City C/Room Mangaluru,Office,2220800,,2220822,,ccrmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"DySP Cyber Crime PS, Office",DySP Cyber Crime PS,Office,2220844,,—,,
Commissionerates,Mangaluru City,Mangaluru,"Cyber Crime PS, Office",Cyber Crime PS,Office,2220844,,2220594,,cenmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"ACP City, Office",ACP City,Office,2220514,,9480805320,,sdpocitymgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PI North PS, Office",PI North PS,Office,2220516,,9480805338,,
Commissionerates,Mangaluru City,Mangaluru,"PSI-1 North PS, Office",PSI-1 North PS,Office,2220516,,9480805345,,mangalorenorthmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI-2 North PS, Office",PSI-2 North PS,Office,2220516,,9480802338,,
Commissionerates,Mangaluru City,Mangaluru,"PI East PS (Kadri), Office",PI East PS (Kadri),Office,2220520,,9480805347,,
Commissionerates,Mangaluru City,Mangaluru,"PSI-1 East PS, Office",PSI-1 East PS,Office,2220520,,9480802336,,mangaloreeastmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI-2 East PS, Office",PSI-2 East PS,Office,2220520,,9480802337,,
Commissionerates,Mangaluru City,Mangaluru,"PI Urva PS, Office",PI Urva PS,Office,2220521,,9480802323,,urwamgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI-1 Urva PS, Office",PSI-1 Urva PS,Office,2220521,,9480805349,,
Commissionerates,Mangaluru City,Mangaluru,"PSI-2 Urva PS, Office",PSI-2 Urva PS,Office,2220521,,—,,
Commissionerates,Mangaluru City,Mangaluru,"PI Barke PS, Office",PI Barke PS,Office,2220522,,9480805350,,barkemgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI-1 Barke PS, Office",PSI-1 Barke PS,Office,2220522,,9480802340,,
Commissionerates,Mangaluru City,Mangaluru,"PSI-2 Barke PS, Office",PSI-2 Barke PS,Office,2220522,,—,,
Commissionerates,Mangaluru City,Mangaluru,"PI Women PS, Office",PI Women PS,Office,2220525,,9480805348,,womenmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI Women PS, Office",PSI Women PS,Office,2220525,,9480802352,,
Commissionerates,Mangaluru City,Mangaluru,"ACP South, Office",ACP South,Office,2460814,,9480802310,,sdposouthmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PI Rural PS, Office",PI Rural PS,Office,2220535,,9480805330,,mangaloreruralmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI-1 Rural PS, Office",PSI-1 Rural PS,Office,—,,9480802343,,
Commissionerates,Mangaluru City,Mangaluru,"PSI-2 Rural PS, Office",PSI-2 Rural PS,Office,—,,9480805352,,
Commissionerates,Mangaluru City,Mangaluru,"PSI-3 Rural PS, Office",PSI-3 Rural PS,Office,—,,,,
Commissionerates,Mangaluru City,Mangaluru,"PI Ullal PS, Office",PI Ullal PS,Office,2466269,,9480802315,,ullalmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI-1 Ullal PS, Office",PSI-1 Ullal PS,Office,—,,9480805353,,
Commissionerates,Mangaluru City,Mangaluru,"PSI-2 Ullal PS, Office",PSI-2 Ullal PS,Office,—,,9480802342,,
Commissionerates,Mangaluru City,Mangaluru,"PI Konaje PS, Office",PI Konaje PS,Office,2220536,,9480802350,,konajemgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI-1 Konaje PS, Office",PSI-1 Konaje PS,Office,—,,9480802351,,
Commissionerates,Mangaluru City,Mangaluru,"PI Kankanady PS, Office",PI Kankanady PS,Office,2220529,,9480805354,,kankanadymgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI-1 Kankanady PS, Office",PSI-1 Kankanady PS,Office,2220529,,9480802348,,
Commissionerates,Mangaluru City,Mangaluru,"PI South PS, Office",PI South PS,Office,2220518,,9480805339,,mangaloresouthmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI-1 South PS, Office",PSI-1 South PS,Office,2220518,,9480805346,,
Commissionerates,Mangaluru City,Mangaluru,"PSI-2 South PS, Office",PSI-2 South PS,Office,2220518,,9480802339,,
Commissionerates,Mangaluru City,Mangaluru,"ACP Traffic, Office",ACP Traffic,Office,2220823,,9480802312,,sdpotrafficmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PI Traffic East PS, Office",PI Traffic East PS,Office,2220523,,9480805337,,
Commissionerates,Mangaluru City,Mangaluru,"PSI Traffic East PS, Office",PSI Traffic East PS,Office,—,,,,trafficeastmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PI Traffic West PS, Office",PI Traffic West PS,Office,2220524,,9480802325,,trafficwestmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI Traffic West PS, Office",PSI Traffic West PS,Office,2220524,,9480805351,,
Commissionerates,Mangaluru City,Mangaluru,"PI Traffic North PS, Office",PI Traffic North PS,Office,2220833,,9480802349,,trafficnorthmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PI Traffic South PS, Office",PI Traffic South PS,Office,2220850,,9480805371,,trafficsouthmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"ACP North, Office",ACP North,Office,2220526,,9480805322,,sdponorthmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PI Panambur PS, Office",PI Panambur PS,Office,2220530,,9480805331,,panamburmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI-1 Panambur PS, Office",PSI-1 Panambur PS,Office,—,,9480805355,,
Commissionerates,Mangaluru City,Mangaluru,"PI Bajpe PS, Office",PI Bajpe PS,Office,2220531,,9480802313,,bajpemgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI-1 Bajpe PS, Office",PSI-1 Bajpe PS,Office,—,,9480805356,,
Commissionerates,Mangaluru City,Mangaluru,"PI Kavanoor PS, Office",PI Kavanoor PS,Office,2220533,,9480802346,,kavoormgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI-1 Kavanoor PS, Office",PSI-1 Kavanoor PS,Office,—,,9480805358,,
Commissionerates,Mangaluru City,Mangaluru,"PI Mulki PS, Office",PI Mulki PS,Office,2290533,,9480805332,,mulkimgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI Mulki PS, Office",PSI Mulki PS,Office,—,,9480805359,,
Commissionerates,Mangaluru City,Mangaluru,"PI Moodabidri PS, Office",PI Moodabidri PS,Office,08258-236333,,9480802314,,moodbidremgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI-1 Moodabidri PS, Office",PSI-1 Moodabidri PS,Office,—,,9480805357,,
Commissionerates,Mangaluru City,Mangaluru,"PI Surathkal PS, Office",PI Surathkal PS,Office,—,,9480805360,,surathkalmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI-1 Surathkal PS, Office",PSI-1 Surathkal PS,Office,—,,9480802345,,
Commissionerates,Mangaluru City,Mangaluru,"PSI-2 Surathkal PS, Office",PSI-2 Surathkal PS,Office,—,,9480802344,,
Commissionerates,Mangaluru City,Mangaluru,"AAO, Office",AAO,Office,2220810,,—,,
Commissionerates,Mangaluru City,Mangaluru,"ACP CCB, Office",ACP CCB,Office,2220818,,9480802347,,ccbmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"ACP CCRB, Office",ACP CCRB,Office,2220809,,9480802311,,acpccrbmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"ACP CAR, Office",ACP CAR,Office,2220813,,9480802316,,
Commissionerates,Mangaluru City,Mangaluru,"DySP ISD, Office",DySP ISD,Office,—,,9480800625,,
Commissionerates,Mangaluru City,Mangaluru,"PI ISD, Office",PI ISD,Office,—,,9480800693,,
Commissionerates,Mangaluru City,Mangaluru,"RPI CAR, Office",RPI CAR,Office,2220826,,9480802324,,
Commissionerates,Mangaluru City,Mangaluru,"PI CSB, Office",PI CSB,Office,2220807,,9480802329,,csbmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PI CCB, Office",PI CCB,Office,2220818,,9480802322,,ccbmgc@ksp.gov.in
Commissionerates,Mangaluru City,Mangaluru,"PSI CCB, Office",PSI CCB,Office,2220818,,9480802326,,
Commissionerates,Mangaluru City,Mangaluru,"PSI CCB, Office",PSI CCB,Office,2220818,,9480805340,,
Commissionerates,Mangaluru City,Mangaluru,"PI Immigration Airport, Office",PI Immigration Airport,Office,2220534,,—,,
Commissionerates,Mangaluru City,Mangaluru,"PI CSP Mangaluru, Office",PI CSP Mangaluru,Office,2451303,,9480800574,,
Commissionerates,Mangaluru City,Mangaluru,"FSL Mangaluru, Office",FSL Mangaluru,Office,2220564,,—,,
Commissionerates,Mangaluru City,Mangaluru,"INT Mangaluru, Office",INT Mangaluru,Office,—,,9449878691,,
Commissionerates,Mangaluru City,Mangaluru,"DySP FPB Mangaluru, Office",DySP FPB Mangaluru,Office,2220508,,9480800486,,
Commissionerates,Mangaluru City,Mangaluru,"ISD Mangaluru, Office",ISD Mangaluru,Office,2559600,,9480800625,,
Commissionerates,Mangaluru City,Mangaluru,"WhatsApp No. C/Room, Office",WhatsApp No. C/Room,Office,—,,9480802300,,
Commissionerates,Mangaluru City,Mangaluru,"Home Guard Office Marry Hill, Office",Home Guard Office Marry Hill,Office,2220562,,—,,
Commissionerates,Mangaluru City,Mangaluru,"DC, Office",DC,Office,2220588,,—,,
Commissionerates,Mangaluru City,Mangaluru,"CEO ZP, Office",CEO ZP,Office,2220587,,—,,
Commissionerates,Mangaluru City,Mangaluru,"MESCOM, Office",MESCOM,Office,2446732,,2451193,,
Commissionerates,Mangaluru City,Mangaluru,"Fire Officer, Office",Fire Officer,Office,2423333,,—,,
Commissionerates,Mangaluru City,Mangaluru,"KSRTC Depot, Office",KSRTC Depot,Office,2211243,,7760990720,,
Commissionerates,Mangaluru City,Mangaluru,"Railway Station, Office",Railway Station,Office,2423137,,—,,
Commissionerates,Mangaluru City,Mangaluru,"Airport Bajpe, Office",Airport Bajpe,Office,2220400,,—,,
Commissionerates,Mangaluru City,Mangaluru,"DHO, Office",DHO,Office,2423672,,—,,
Commissionerates,Mangaluru City,Mangaluru,"Disaster C/Room, Office",Disaster C/Room,Office,0824-2442590,,—,,
Commissionerates,Mangaluru City,Mangaluru,"Court, Office",Court,Office,2444055,,—,,
Commissionerates,Mangaluru City,Mangaluru,"Forest Officer, Office",Forest Officer,Office,2425167,,—,,
Commissionerates,Mangaluru City,Mangaluru,"Blood Bank, Office",Blood Bank,Office,2427227,,—,,
Ranges,Western Range – Mangaluru,Mangaluru,"IGP, Western Range",IGP,Western Range,2220501,RES-2220502,9480800032,,igpwr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"DySP HQ, IGP Office",DySP HQ,IGP Office,2220509,,9480805318,,
Ranges,Western Range – Mangaluru,Mangaluru,"DySP DE, IGP Office",DySP DE,IGP Office,—,,9480805319,,dyspdewr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"DySP FPB, IGP Office",DySP FPB,IGP Office,—,,9480800486,,"dspwrfpb@ksp.gov.in, fpumcq@ksp.gov.in"
Ranges,Western Range – Mangaluru,Mangaluru,"SP, DCRE, Western Range",SP,"DCRE, Western Range",0824-2453644,,9480806110,,spwrdcre@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"SP, Dakshina Kannada",SP,Dakshina Kannada,2220503,,9480805301,,spmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"Addl. SP-1, Dakshina Kannada",Addl. SP-1,Dakshina Kannada,2220505,,9480805302,,addlspmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"Addl. SP-2, Dakshina Kannada",Addl. SP-2,Dakshina Kannada,2220513,,9480805310,,
Ranges,Western Range – Mangaluru,Mangaluru,"Dist. C/Room, Office",Dist. C/Room,Office,2220500,,2220508,,dcmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PI(W) D.K Dist., Office",PI(W) D.K Dist.,Office,—,,9480800941,,
Ranges,Western Range – Mangaluru,Mangaluru,"CSP Mangaluru, Office",CSP Mangaluru,Office,2451302,,9480800574,,
Ranges,Western Range – Mangaluru,Mangaluru,"Cyber Crime PS, Office",Cyber Crime PS,Office,2440986,,9480805308,,dcbmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"DySP, Puttur",DySP,Puttur,230500,,9480805321,,sdpoputturmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PI Women PS, Office",PI Women PS,Office,233500,,8277986370,,womenmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Women PS, Office",PSI Women PS,Office,—,,8277986373,,
Ranges,Western Range – Mangaluru,Mangaluru,"PI Puttur Town PS, Office",PI Puttur Town PS,Office,230555,,9480805361,,putturtownmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Puttur Traffic PS, Office",PSI Puttur Traffic PS,Office,238500,,8277986612,,putturtrafficmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PI Puttur (R) PS, Office",PI Puttur (R) PS,Office,232102,,9480805363,,putturruralmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Puttur (R) PS, Office",PSI Puttur (R) PS,Office,232102,,8277986539,,
Ranges,Western Range – Mangaluru,Mangaluru,"CPI Uppinangadi Circle, Office",CPI Uppinangadi Circle,Office,—,,9480805333,,cpiputturruralmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Uppinangadi PS, Office",PSI Uppinangadi PS,Office,—,,9480805362,,uppinangadymaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Kadaba PS, Office",PSI Kadaba PS,Office,260044,,9480805364,,kadabamaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"CPI Sullia Circle, Office",CPI Sullia Circle,Office,233115,,9480805334,,cpisulliamaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI-1 Sullia PS, Office",PSI-1 Sullia PS,Office,230337,,9480805365,,sulliamaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Subramanya PS, Office",PSI Subramanya PS,Office,281250,,9480805366,,subramanyamaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Bellare PS, Office",PSI Bellare PS,Office,271995,,8277986452,,bellaremaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"ASP, Bantwala",ASP,Bantwala,233999,,9480805309,,sdpobantawalamaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PI Bantwala (R) PS, Office",PI Bantwala (R) PS,Office,235000,,9480805335,,cpibantwalamaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Bantwala (R) PS, Office",PSI Bantwala (R) PS,Office,235000,,9480805368,,bantwalaruralmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PI Bantwala (T) PS, Office",PI Bantwala (T) PS,Office,232111,,9480805367,,bantwalatownmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Bantwal (T) PS, Office",PSI Bantwal (T) PS,Office,232111,,8277986225,,
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Bantwala Traffic PS, Office",PSI Bantwala Traffic PS,Office,281111,,8277986631,,bantwalatrafficmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PI Vittla PS, Office",PI Vittla PS,Office,239233,,9480805369,,vittalmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"CPI Belthangadi Circle, Office",CPI Belthangadi Circle,Office,232353,,9480805336,,cpibelthangadymaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Punjalakatte PS, Office",PSI Punjalakatte PS,Office,279375,,8277986416,,pkattemaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Venoor PS, Office",PSI Venoor PS,Office,286232,,9480805372,,venoormaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI-1 Dharmastala PS, Office",PSI-1 Dharmastala PS,Office,277253,,8277986447,,dharmasthalamaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PI Belthangadi PS, Office",PI Belthangadi PS,Office,232093,,9480805370,,belthangadymaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Belthangadi PS, Office",PSI Belthangadi PS,Office,232093,,8277986367,,
Ranges,Western Range – Mangaluru,Mangaluru,"PSI-1 Belthangadi Traffic PS, Office",PSI-1 Belthangadi Traffic PS,Office,234100,,8277986304,,belthangadytrafficmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"AAO, Office",AAO,Office,2225095,,—,,aaomaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PI DSB, Office",PI DSB,Office,2443868,,9480805307,,dsbmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"RPI DAR, Office",RPI DAR,Office,2220512,,9480805306,,darmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PI Railway, Office",PI Railway,Office,2220559,,9480800470,,mangalorerly@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"Dir. RFSL, Office",Dir. RFSL,Office,2220564,,—,,rfslmaq@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI DCRB, Office",PSI DCRB,Office,—,,8277986419,,
Ranges,Western Range – Mangaluru,Mangaluru,"SP, Uttara Kannada",SP,Uttara Kannada,08382-226233,,9480805201,,spkwr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"Addl. SP-1, Uttara Kannada",Addl. SP-1,Uttara Kannada,08382-227536,,9480805202,,addlspkwr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"Addl. SP-2, Uttara Kannada",Addl. SP-2,Uttara Kannada,—,,9480805209,,
Ranges,Western Range – Mangaluru,Mangaluru,"Dist. C/Room, Office",Dist. C/Room,Office,08382-226550,,223093,,dckwr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PI(W), Office",PI(W),Office,—,,9480800944,,
Ranges,Western Range – Mangaluru,Mangaluru,"DySP, Karwar",DySP,Karwar,226416,,9480805220,,sdpokwr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PI Women PS, Office",PI Women PS,Office,226666,,—,,womenpskwr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,222522,,9480805267,,cencrimepskwr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PI Karwar Town PS, Office",PI Karwar Town PS,Office,226333,,9480805230,,cpikwr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Karwar Town PS, Office",PSI Karwar Town PS,Office,—,,9480805245,,townkwr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Karwar Traffic PS, Office",PSI Karwar Traffic PS,Office,228333,,9480805247,,traffickwr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PI Karwar (R) PS, Office",PI Karwar (R) PS,Office,222443,,9480805262,,ruralkwr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Karwar (R) PS, Office",PSI Karwar (R) PS,Office,222443,,8277987541,,
Ranges,Western Range – Mangaluru,Mangaluru,"CPI Kadra Circle, Office",CPI Kadra Circle,Office,256200,,9480805231,,cpikadrakwr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Kadra PS, Office",PSI Kadra PS,Office,256592,,9480805276,,kadrakwr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Mallapur PS, Office",PSI Mallapur PS,Office,254812,,9480805249,,mallapurkwr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PSI Chittakula PS, Office",PSI Chittakula PS,Office,265733,,9480805248,,chittakulakwr@ksp.gov.in
Ranges,Western Range – Mangaluru,Mangaluru,"PI Ankola PS, Office",PI Ankola PS,Office,230433,,9480805250,,ankolakwr@ksp.gov.in
