Section,Unit,District,Name,Rank,Station,Office 1,Office 2,Mobile 1,Mobile 2,Email
Special Units,Department of Prisons & Correctional Services,Belagavi,"DIG, Prisons, North Range, Belagavi",DIG,"Prisons, North Range, Belagavi",0831-2405261,,2950614,,dignorth.prisons@ka.gov.in
Special Units,Department of Prisons & Correctional Services,Belagavi,"Chief Superintendent of Prison, Belagavi",Chief Superintendent of Prison,Belagavi,0831-2405275,,9480806473,,cpbgm.prisons-kar@gov.in
Special Units,Department of Prisons & Correctional Services,Vijayapura,"Superintendent of Prison, Vijayapura",Superintendent of Prison,Vijayapura,08352-272044,,9480800459,,cpbpr.prisons-kar@gov.in
Special Units,Department of Prisons & Correctional Services,Dharwad,"Superintendent of Prison, Dharwad",Superintendent of Prison,Dharwad,0836-2447428,,2956471,,"cpdwd.prisons-kar@gov.in, supdtcentralprisondharwad@gmail.com"
Special Units,State Intelligence,Belagavi,"SP, INT. Belagavi Division",SP,INT. Belagavi Division,0831-2405213,,2475702,,ddbgm.int@ksp.gov.in
Special Units,State Intelligence,Belagavi,"DySP, HUBBALLI-BELAGAVI DIVISION",DySP,HUBBALLI-BELAGAVI DIVISION,0836-2371302,,9449878526,,
Special Units,State Intelligence,Dharwad,"PI, DHARWAD",PI,DHARWAD,0836-2270346,,9449878612,,
Special Units,State Intelligence,Gadag,"PI, GADAG",PI,GADAG,08372-245044,,9449878613,,
Special Units,State Intelligence,Vijayapura,"PI, VIJAYAPURA",PI,VIJAYAPURA,08352-265656,,9449878606,,
Special Units,Karnataka State Reserve Police (KSRP),Belagavi,"Commandant, II-BN, Belagavi",Commandant,"II-BN, Belagavi",0831-2412304,,RES-2466002,,cmdt2bn@ksp.gov.in
Special Units,Karnataka State Reserve Police (KSRP),Belagavi,"SP, KSRP, Training School, Kangralli, Belagavi City",SP,"KSRP, Training School, Kangralli, Belagavi City",0831-2405676,,9480800831,,ptskangrallibgm@ksp.gov.in
Special Units,Karnataka State Reserve Police (KSRP),Vijayapura,"Commandant, IRB, Vijayapura",Commandant,"IRB, Vijayapura",08352-295001,,241193,,cmdtirbbjp@ksp.gov.in
Special Units,Karnataka State Reserve Police (KSRP),Belagavi,"SP, KSRP, Training School, Kangralli, Belagavi City",SP,"KSRP, Training School, Kangralli, Belagavi City",0831-2405676,,9480800831,,ptskangrallibgm@ksp.gov.in
Special Units,IRB,Vijayapura,"Commandant, IRB, Vijayapura",Commandant,"IRB, Vijayapura",08352-295001,,241193,,cmdtirbbjp@ksp.gov.in
Special Units,KSRP Battalions,Belagavi,"Commandant, II-BN, Belagavi",Commandant,"II-BN, Belagavi",0831-2412304,,RES-2466002,,cmdt2bn@ksp.gov.in
Special Units,KSRP Battalions,Belagavi,"II-BN, C/Room BELAGAVI",II-BN,C/Room BELAGAVI,0831-2412252,,9480805895,,"ksrpcr2bn@ksp.gov.in, ksrpcr2bnbgm@ksp.gov.in"
Special Units,IRB Battalions & Training Institutions,Vijayapura,"Commandant, IRB, Vijayapura",Commandant,"IRB, Vijayapura",08352-295001,,241193,,cmdtirbbjp@ksp.gov.in
Special Units,"Communication, Logistics & Modernisation",Belagavi,"DySP(W), North Zone Belagavi",DySP(W),North Zone Belagavi,—,,9480800910,,dspwnzbgm@gmail.com
Special Units,Finger Print Bureau (FPB),Dharwad,"PI FPB, Dharwad",PI FPB,Dharwad,—,,9480804310,,
Special Units,Finger Print Bureau (FPB),Bagalkote,"PI FPB, Bagalkote",PI FPB,Bagalkote,—,,9480803910,,
Special Units,Finger Print Bureau (FPB),Vijayapura,"PI FPB, Vijayapura",PI FPB,Vijayapura,—,,9480804210,,
Special Units,Finger Print Bureau (FPB),Belagavi,"PI FPB, Belagavi",PI FPB,Belagavi,—,,9480804010,,
Special Units,Finger Print Bureau (FPB),Gadag,"PSI FPB, Gadag",PSI FPB,Gadag,—,,9480804410,,
Special Units,Directorate of Forensic Science Laboratory (FSL),Belagavi,"Deputy Director, RFSL, Belagavi",Deputy Director,"RFSL, Belagavi",0831-2405249,,8095179804,,rfslbgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"DIGP, Commissioner of Police, Belagavi City",DIGP,"Commissioner of Police, Belagavi City",2405279,,2452126,,copbgc@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"DCP L&O, Office",DCP L&O,Office,2405246,,9480800651,,dcplobgc@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"DCP Crime & Traffic, Office",DCP Crime & Traffic,Office,2405272,,2405271 (TMC),,dcpcrmbgc@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"DCP CAR, Office",DCP CAR,Office,2405243,,9480800653,,"dcpcarbgc@ksp.gov.in, carbgc@ksp.gov.in"
Commissionerates,Belagavi City,Belagavi,"City C/Room, Office",City C/Room,Office,2405233,,2405278,,dcbgc@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PI Wireless, Office",PI Wireless,Office,2452131,,9108416236,,dcbgc@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"ACP Cyber Crime PS, Office",ACP Cyber Crime PS,Office,2950320,,—,,cenpsbgc@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,2950320,,9480804084,,cenps@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"ACP Crime, Office",ACP Crime,Office,2471577,,—,,acpcrimebgc@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"DySP Market, Office",DySP Market,Office,2405221,,9480804021,,sdpomarketbgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PI Market PS, Office",PI Market PS,Office,2405242,,9480804045,,marketbgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PSI Market PS, Office",PSI Market PS,Office,2405242,,9480804089,,
Commissionerates,Belagavi City,Belagavi,"PI Shahapur PS, Office",PI Shahapur PS,Office,2405244,,9480804046,,shshapurbgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PSI Shahapur PS, Office",PSI Shahapur PS,Office,2405244,,9480804104,,
Commissionerates,Belagavi City,Belagavi,"PI APMC PS, Office",PI APMC PS,Office,2405250,,9480804106,,apmcbgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PSI APMC PS, Office",PSI APMC PS,Office,2405250,,9480804047,,
Commissionerates,Belagavi City,Belagavi,"PI Malamaruthi PS, Office",PI Malamaruthi PS,Office,2405251,,9480804107,,malmaruthibgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PSI Malamaruthi PS, Office",PSI Malamaruthi PS,Office,2405251,,9480804048,,
Commissionerates,Belagavi City,Belagavi,"ACP Khadebazar Sub-Division, Office",ACP Khadebazar Sub-Division,Office,2405219,,9480804020,,sdpokhadebazarbgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PI Khadebazar PS, Office",PI Khadebazar PS,Office,2405232,,9480804050,,khadebazarbgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PSI Khadebazar PS, Office",PSI Khadebazar PS,Office,2405232,,9480804108,,
Commissionerates,Belagavi City,Belagavi,"PI Camp PS, Office",PI Camp PS,Office,2405234,,9480804051,,campbgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PSI Camp PS, Office",PSI Camp PS,Office,2405234,,9480804110,,
Commissionerates,Belagavi City,Belagavi,"PI Tilakwadi PS, Office",PI Tilakwadi PS,Office,2405236,,9480804052,,tilakwadibgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PSI Tilakwadi PS, Office",PSI Tilakwadi PS,Office,2405236,,9480804112,,
Commissionerates,Belagavi City,Belagavi,"PI Udyambag PS, Office",PI Udyambag PS,Office,2405238,,9480804053,,udyambagbgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PSI Udyambag PS, Office",PSI Udyambag PS,Office,2405238,,9480804114,,
Commissionerates,Belagavi City,Belagavi,"PI Women PS, Office",PI Women PS,Office,2405253,,9480804049,,
Commissionerates,Belagavi City,Belagavi,"ACP Belagavi Rural, Office",ACP Belagavi Rural,Office,2405223,,9480804022,,sdporuralbgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PI Belagavi Rural PS, Office",PI Belagavi Rural PS,Office,2405252,,9480804031,,ruralbgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PSI Belagavi Rural PS, Office",PSI Belagavi Rural PS,Office,2405252,,9480804082,,
Commissionerates,Belagavi City,Belagavi,"PI Kakati PS, Office",PI Kakati PS,Office,2405203,,9480804115,,kakatibgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PSI Kakati PS, Office",PSI Kakati PS,Office,2405203,,9480804083,,
Commissionerates,Belagavi City,Belagavi,"PI Hirebagewadi PS, Office",PI Hirebagewadi PS,Office,2405280,,9480804032,,bagewadibgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PI Marihal PS, Office",PI Marihal PS,Office,2405239,,9480804111,,marihalbgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PSI Marihal PS, Office",PSI Marihal PS,Office,2405239,,9480804085,,
Commissionerates,Belagavi City,Belagavi,"ACP Traffic, Office",ACP Traffic,Office,2452128,,2405248,,acptrafficbgc@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PI Traffic North PS, Office",PI Traffic North PS,Office,2405240,,9480804103,,trafficnorthbgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PSI-1 Traffic North PS, Office",PSI-1 Traffic North PS,Office,2405240,,9480804116,,
Commissionerates,Belagavi City,Belagavi,"PSI-2 Traffic North PS, Office",PSI-2 Traffic North PS,Office,—,,9480804054,,
Commissionerates,Belagavi City,Belagavi,"PI Traffic South PS, Office",PI Traffic South PS,Office,2405248,,9480804117,,trafficsouthbgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PSI Traffic South PS, Office",PSI Traffic South PS,Office,2405248,,9480804055,,
Commissionerates,Belagavi City,Belagavi,"AAO, Office",AAO,Office,2451148,,—,,
Commissionerates,Belagavi City,Belagavi,"PI CCRB, Office",PI CCRB,Office,—,,9480804109,,ccrbbgc@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PI CCB, Office",PI CCB,Office,2452133,,9480804105,,ccbbgc@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PI ISD, Office",PI ISD,Office,—,,9480800710,,piisdbgm@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PI CSB, Office",PI CSB,Office,2405235,,9480804113,,csbbgc@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"RPI CAR, Office",RPI CAR,Office,2405243,,9480804090,,carbgc@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"RPI MTO CAR, Office",RPI MTO CAR,Office,—,,,,mtcarbgc@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"PSI Railway, Office",PSI Railway,Office,—,,9480802127,,belgaumrly@ksp.gov.in
Commissionerates,Belagavi City,Belagavi,"Central Jail, Office",Central Jail,Office,2405275,,9480806473,,cpbgm.prisons-kar@gov.in
Commissionerates,Belagavi City,Belagavi,"DC, Office",DC,Office,2407200,,—,,deo.belagavi@gmail.com
Commissionerates,Belagavi City,Belagavi,"AC, Office",AC,Office,2407275,,—,,
Commissionerates,Belagavi City,Belagavi,"Regional Commissioner, Office",Regional Commissioner,Office,2404007,,—,,rcbgm_kar@nic.in
Commissionerates,Belagavi City,Belagavi,"Tahsildar Belagavi, Office",Tahsildar Belagavi,Office,2407286,,—,,thashildarbgm@gmail.com
Commissionerates,Belagavi City,Belagavi,"Dy. Commissioner Labour, Office",Dy. Commissioner Labour,Office,2428066,,—,,
Commissionerates,Belagavi City,Belagavi,"Dist. Inform Officer, Office",Dist. Inform Officer,Office,2420344,,—,,
Commissionerates,Belagavi City,Belagavi,"D.C. State Excise, Office",D.C. State Excise,Office,2471198,,—,,
Commissionerates,Belagavi City,Belagavi,"D.C. Backward & Minority, Office",D.C. Backward & Minority,Office,2407247,,—,,
Commissionerates,Belagavi City,Belagavi,"A.C. Belagavi, Office",A.C. Belagavi,Office,2407287,,—,,acbelgaum@gmail.com
Commissionerates,Belagavi City,Belagavi,"Fire Officer Belagavi, Office",Fire Officer Belagavi,Office,2429441,,—,,dfobgv@gmail.com
Commissionerates,Belagavi City,Belagavi,"CEO Z.P. Belagavi, Office",CEO Z.P. Belagavi,Office,2407201,,—,,
Commissionerates,Belagavi City,Belagavi,"Forest Officer Belagavi, Office",Forest Officer Belagavi,Office,2467071,,—,,
Commissionerates,Belagavi City,Belagavi,"Dist. Surgeon Hospital, Office",Dist. Surgeon Hospital,Office,2420173,,—,,
Commissionerates,Belagavi City,Belagavi,"RTO, Office",RTO,Office,2465503,,—,,
Commissionerates,Belagavi City,Belagavi,"D.C. KSRTC, Office",D.C. KSRTC,Office,2468130,,—,,
Commissionerates,Belagavi City,Belagavi,"Dy. Director BIMS, Office",Dy. Director BIMS,Office,2421464,,—,,
Commissionerates,Belagavi City,Belagavi,"Police Housing Board, Office",Police Housing Board,Office,2475610,,—,,
Commissionerates,Belagavi City,Belagavi,"Circuit House, Office",Circuit House,Office,2420350,,—,,
Commissionerates,Belagavi City,Belagavi,"Commissioner Corporation, Office",Commissioner Corporation,Office,2405304,,—,,itstop_ulb_belgaum@yahoo.com
Commissionerates,Belagavi City,Belagavi,"Guest House, Office",Guest House,Office,2420350,,—,,
Commissionerates,Belagavi City,Belagavi,"High Way Toll, Office",High Way Toll,Office,—,,9885420786,,
Commissionerates,Hubballi-Dharwad City,Dharwad,"CP, Hubballi-Dharwad City",CP,Hubballi-Dharwad City,0836-2233500,,9480802001,,compolhdc@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"IGP, Northern Range",IGP,Northern Range,0831-2405200,,0831-2405231,,igpnr@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP Crime, IGP Office",DySP Crime,IGP Office,—,,9480804019,,
Ranges,Northern Range – Belagavi,Belagavi,"SP, Belagavi",SP,Belagavi,2405204,,2405206,,spbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"Addl. SP-1, Belagavi",Addl. SP-1,Belagavi,2405207,,9480804002,,addlspbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"Addl. SP-2, Belagavi",Addl. SP-2,Belagavi,2405217,,9480804009,,dcrbbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"SP, DAR, Belagavi",SP,"DAR, Belagavi",2405209,,RES-2405210,,spdarbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"District C/Room, Office",District C/Room,Office,2405231,,2405255,,dcbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Wireless, Office",PI Wireless,Office,2405231,,9480800949,,
Ranges,Northern Range – Belagavi,Belagavi,"PI Women PS, Office",PI Women PS,Office,—,,9480804123,,wpsbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,2405677,,9480804008,,"dcibbgm@ksp.gov.in, cenpsbgm@ksp.gov.in"
Ranges,Northern Range – Belagavi,Belagavi,"DySP, Chikkodi",DySP,Chikkodi,272147,,9480804024,,sdpochikkodibgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Chikkodi Circle, Office",CPI Chikkodi Circle,Office,272112,,9480804041,,cpichikkodibgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Chikkodi PS, Office",PSI-1 Chikkodi PS,Office,272133,,9480804056,,chikkodibgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Chikkodi PS, Office",PSI-2 Chikkodi PS,Office,272133,,9480804118,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI Chikkodi Traffic PS, Office",PSI Chikkodi Traffic PS,Office,272733,,9480804131,,chikkoditowntrafficbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Sadalga PS, Office",PSI Sadalga PS,Office,251633,,9480804057,,sadalgabgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Ankali PS, Office",PI Ankali PS,Office,254233,,9480804134,,anklibgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Nippani Circle, Office",CPI Nippani Circle,Office,220553,,9480804042,,cpinippanibgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Nippani (T) PS, Office",PSI-1 Nippani (T) PS,Office,220033,,9480804058,,nippanitownbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Nippani (T) PS, Office",PSI-2 Nippani (T) PS,Office,220033,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI Nippani (R) PS, Office",PSI Nippani (R) PS,Office,220213,,9480804088,,nippaniruralbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 BCPS Nippani PS, Office",PSI-1 BCPS Nippani PS,Office,220513,,9480804059,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 BCPS Nippani PS, Office",PSI-2 BCPS Nippani PS,Office,220513,,9480804119,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI Kadakalata PS, Office",PSI Kadakalata PS,Office,266333,,9480804120,,kadakalatabgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP, Athani",DySP,Athani,251204,,RES-233219,,sdpoathanibgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Athani Circle, Office",CPI Athani Circle,Office,251203,,9480804044,,cpiathanibgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Athani PS, Office",PSI-1 Athani PS,Office,251133,,9480804062,,athanibgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Athani PS, Office",PSI-2 Athani PS,Office,251133,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI Kagawad PS, Office",PSI Kagawad PS,Office,08339-264633,,9480804063,,kagawadbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Aigali PS, Office",PSI Aigali PS,Office,259433,,9480804064,,aigalibgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Harugeri Circle, Office",CPI Harugeri Circle,Office,224633,,9480804043,,cpiharugeribgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Harugeri PS, Office",PSI Harugeri PS,Office,257133,,9480804121,,haroogeribgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Kudachi PS, Office",PSI-1 Kudachi PS,Office,235233,,9480804061,,kudachibgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Kudachi PS, Office",PSI-2 Kudachi PS,Office,235233,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PI Raibag PS, Office",PI Raibag PS,Office,225333,,9480804060,,raibagbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Raibag PS, Office",PSI Raibag PS,Office,225333,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP Gokak Sub-Division, Office",DySP Gokak Sub-Division,Office,226339,,9480804023,,sdpogokakbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Gokak Circle, Office",CPI Gokak Circle,Office,226337,,9480804034,,cpigokakbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Gokak Rural PS, Office",PSI Gokak Rural PS,Office,225333,,9480804066,,gokakruralbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Ankalgi PS, Office",PSI Ankalgi PS,Office,262233,,9480804067,,ankalgibgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Gokak Town PS, Office",PSI-1 Gokak Town PS,Office,225033,,9480804065,,gokaktownbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Gokak Town PS, Office",PSI-2 Gokak Town PS,Office,225033,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"CPI Mudalgi Circle, Office",CPI Mudalgi Circle,Office,251499,,9480804035,,cpimudalgibgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Mudalgi PS, Office",PSI Mudalgi PS,Office,251333,,9480804068,,mudalgibgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Kulgod PS, Office",PSI Kulgod PS,Office,222233,,9480804069,,kulgodbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"Konnur OP, Office",Konnur OP,Office,285493,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PI Ghataprabha PS, Office",PI Ghataprabha PS,Office,286233,,9480804070,,ghataprabhabgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Ghataprabha PS, Office",PSI Ghataprabha PS,Office,286233,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PI Hukkeri PS, Office",PI Hukkeri PS,Office,265133,,9480804036,,cpihukkeribgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Hukkeri PS, Office",PSI-1 Hukkeri PS,Office,266033,,9480804071,,hukkerribgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Hukkeri PS, Office",PSI-2 Hukkeri PS,Office,266033,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI-3 Hukkeri PS, Office",PSI-3 Hukkeri PS,Office,273303,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PI Yamakanamardi PS, Office",PI Yamakanamardi PS,Office,276333,,9480804073,,yamakanamardibgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Yamakanamardi PS, Office",PSI Yamakanamardi PS,Office,276333,,8277967405,,
Ranges,Northern Range – Belagavi,Belagavi,"Pachapur OP, Office",Pachapur OP,Office,261460,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Hidkal Dam OP, Office",Hidkal Dam OP,Office,263069,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PI Sankeshwar PS, Office",PI Sankeshwar PS,Office,273303,,—,,sankeshwarbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Sankeshwar PS, Office",PSI Sankeshwar PS,Office,273303,,9480804072,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP Bailahongal, Office",DySP Bailahongal,Office,233190,,9480804025,,sdpobailahongalbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Bailahongal PS, Office",PI Bailahongal PS,Office,233133,,9480804037,,bailahongalbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Bailhongal PS, Office",PSI-1 Bailhongal PS,Office,233133,,9480804074,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Bailhongal PS, Office",PSI-2 Bailhongal PS,Office,233133,,9480804125,,
Ranges,Northern Range – Belagavi,Belagavi,"PI Nesargi PS, Office",PI Nesargi PS,Office,275233,,7259392428,,nesargibgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Kittur Circle, Office",CPI Kittur Circle,Office,286433,,9480804038,,cpikitturbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Kittur PS, Office",PSI Kittur PS,Office,286233,,9480804076,,kitturbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Doddawad PS, Office",PSI Doddawad PS,Office,235545,,9481415545,,doddawadbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Khanapur PS, Office",PI Khanapur PS,Office,223233,,9480804033,,khanapurbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Khanapur PS, Office",PSI-1 Khanapur PS,Office,222333,,9480804086,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Khanapur PS, Office",PSI-2 Khanapur PS,Office,222333,,9480804129,,
Ranges,Northern Range – Belagavi,Belagavi,"PI Nandgad PS, Office",PI Nandgad PS,Office,236633,,9480804087,,nandgadbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP, Ramadurga",DySP,Ramadurga,242232,,9480804127,,sdporamadurgabgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Ramadurga Circle, Office",CPI Ramadurga Circle,Office,242233,,9480804040,,cpiramadurgabgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Ramadurga PS, Office",PSI-1 Ramadurga PS,Office,242333,,9480804080,,ramadurgabgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Ramadurga PS, Office",PSI-2 Ramadurga PS,Office,242333,,9480804127,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI Katkol PS, Office",PSI Katkol PS,Office,262133,,9480804081,,katakolbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Sureban PS, Office",PSI Sureban PS,Office,200433,,9902748691,,surebanbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Savadatti PS, Office",PI Savadatti PS,Office,222333,,9480804039,,savadattibgm@ksp.gov.in
