Section,Unit,District,Name,Rank,Station,Office 1,Office 2,Mobile 1,Mobile 2,Email
Special Units,State Intelligence,Hassan,"PI, HASSAN",PI,HASSAN,08172-267580,,9449878616,,
Special Units,Karnataka State Reserve Police (KSRP),Mysuru,"Commandant, V-BN, Mysuru",Commandant,"V-BN, Mysuru",0821-2473549,,2418619,,cmdt5bn@ksp.gov.in
Special Units,Karnataka State Reserve Police (KSRP),Hassan,"Commandant, XI-BN, Hassan",Commandant,"XI-BN, Hassan",08172-295031,,295033,,cmdt11bn@ksp.gov.in
Special Units,KSRP Battalions,Mysuru,"Commandant, V-BN, Mysuru",Commandant,"V-BN, Mysuru",0821-2473549,,0821-2418619,,cmdt5bn@ksp.gov.in
Special Units,KSRP Battalions,Mysuru,"V-BN KSRP, C/Room MYSURU",V-BN KSRP,C/Room MYSURU,0821-2476594,,2418625,,ksrpcr5bn@ksp.gov.in
Special Units,KSRP Battalions,Hassan,"Commandant, XI-BN, Hassan",Commandant,"XI-BN, Hassan",08172-295031,,295032,,cmdt11bn@ksp.gov.in
Special Units,KSRP Battalions,Hassan,"XI-BN KSRP, C/Room HASSAN",XI-BN KSRP,C/Room HASSAN,08172-250017,,295033,,ksrpcr11bn@ksp.gov.in
Special Units,"Communication, Logistics & Modernisation",Mysuru,"ACP(W), Mysuru City",ACP(W),Mysuru City,0821-2418542,,9480802223,,
Special Units,"Communication, Logistics & Modernisation",Mysuru,"DySP(W), South Zone Mysuru",DySP(W),South Zone Mysuru,0821-2418572,,9480800912,,
Special Units,Karnataka Railways Police,Mysuru,"CPI, Railways, Mysuru",CPI,"Railways, Mysuru",0821-25165790,,9480802104,,cpimysorerly@ksp.gov.in
Special Units,Finger Print Bureau (FPB),Mysuru,"ACP, FPB, Mysuru City",ACP,"FPB, Mysuru City",0821-2418336,,9480800487,,
Special Units,Finger Print Bureau (FPB),Mysuru,"PSI FPB, Mysuru District",PSI FPB,Mysuru District,—,,9480805010,,
Special Units,Finger Print Bureau (FPB),Mandya,"PI FPB, Mandya",PI FPB,Mandya,—,,9480804810,,
Special Units,Finger Print Bureau (FPB),Kodagu,"PI FPB, Kodagu",PI FPB,Kodagu,—,,8277987463,,
Special Units,Finger Print Bureau (FPB),Hassan,"PI FPB, Hassan",PI FPB,Hassan,—,,,,
Special Units,Directorate of Forensic Science Laboratory (FSL),Mysuru,"Deputy Director, RFSL, Mysuru",Deputy Director,"RFSL, Mysuru",0821-2522250,,2418538,,rfslmys@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"CP, Mysuru City",CP,Mysuru City,2418300,,2418100,,compolmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"DCP Law & Order, Office",DCP Law & Order,Office,2418101,,2418301,,dcplawmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"DCP Crime and Traffic, Office",DCP Crime and Traffic,Office,2418102,,2418302,,dcpcrimemyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"DCP CAR, Office",DCP CAR,Office,2418103,,2418303,,dcpcarmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"KARP, COMMDT. MTD. COY Mysuru",KARP,COMMDT. MTD. COY Mysuru,2418154,,2418554,,"acpmountedmyp@ksp.gov.in, mountedmtd@gmail.com"
Commissionerates,Mysuru City,Mysuru,"ACP (W) City C/Room, Office",ACP (W) City C/Room,Office,2418542,,9480802223,,
Commissionerates,Mysuru City,Mysuru,"City C/Room Mysuru, Office",City C/Room Mysuru,Office,2418339,,2452200,,ccrmys@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI (W)-I, Office",PI (W)-I,Office,2418338,,9480800927,,
Commissionerates,Mysuru City,Mysuru,"PI (W)-II, Office",PI (W)-II,Office,2418542,,—,,
Commissionerates,Mysuru City,Mysuru,"DySP Cyber Crime PS, Office",DySP Cyber Crime PS,Office,—,,9480802251,,
Commissionerates,Mysuru City,Mysuru,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,2418598,,2418532,,"citycrimemyc@ksp.gov.in, econarmyc@ksp.gov.in"
Commissionerates,Mysuru City,Mysuru,"ACP Narasimha Raja, Office",ACP Narasimha Raja,Office,2418511,,9480802212,,acpnrmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI Narasimha Raja PS, Office",PI Narasimha Raja PS,Office,2418312,,9480802236,,narasimharajamyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI Mandi PS, Office",PI Mandi PS,Office,2418113,,2418313,,mandimyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI V.V. Puram PS, Office",PI V.V. Puram PS,Office,2418314,,9480802238,,vvpurammyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI Jayalakshmipuram PS, Office",PI Jayalakshmipuram PS,Office,2418316,,9480802240,,jailaxmipurammyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"ACP Vijayanagara, Office",ACP Vijayanagara,Office,2418511,,9480802261,,
Commissionerates,Mysuru City,Mysuru,"PI Vijayanagara PS, Office",PI Vijayanagara PS,Office,2418317,,2418517,,vijayanagarmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI Metagally PS, Office",PI Metagally PS,Office,2418315,,9480802239,,metagallymyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI Hebbala PS, Office",PI Hebbala PS,Office,2418318,,9480802260,,hebbalmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI S.S. Puram PS, Office",PI S.S. Puram PS,Office,2418323,,2418523,,saraswathipurammyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"ACP Devaraja, Office",ACP Devaraja,Office,—,,9480802211,,acpdevrajamyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI Devaraja PS, Office",PI Devaraja PS,Office,2418106,,2418306,,devarajamyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI Lashkar PS, Office",PI Lashkar PS,Office,2418107,,2418307,,lashkarmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI Nazarbad PS, Office",PI Nazarbad PS,Office,2418308,,9480802233,,nazarbadmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI Udayagiri PS, Office",PI Udayagiri PS,Office,2418309,,9480802234,,udayagirimyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI Allanahalli PS, Office",PI Allanahalli PS,Office,2418311,,9480802257,,alanahallimyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,2418598,,9480802263,,cybermyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI Women PS, Office",PI Women PS,Office,2418310,,9480802235,,womenmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"ACP Traffic, Office",ACP Traffic,Office,2418125,,9480802214,,acptrafficmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI N.R. Traffic PS, Office",PI N.R. Traffic PS,Office,2418328,,9480802250,,nrtrafficmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI V.V. Puram Traffic PS, Office",PI V.V. Puram Traffic PS,Office,2418529,,9480802262,,vvpuramtrafficmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI Devaraja Traffic PS, Office",PI Devaraja Traffic PS,Office,2418326,,9480802248,,devarajatrafficmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI Siddarthanagar Traffic PS, Office",PI Siddarthanagar Traffic PS,Office,2418527,,9480802265,,siddarthatrafficmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI K.R. Traffic PS, Office",PI K.R. Traffic PS,Office,2418130,,2418330,,
Commissionerates,Mysuru City,Mysuru,"AAO, Office",AAO,Office,2418304,,—,,
Commissionerates,Mysuru City,Mysuru,"ACP CCB, Office",ACP CCB,Office,2418332,,9480802207,,
Commissionerates,Mysuru City,Mysuru,"PI CCB-1, Office",PI CCB-1,Office,2418334,,9480802266,,ccbmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"PI CCB-2, Office",PI CCB-2,Office,2418334,,9480802264,,
Commissionerates,Mysuru City,Mysuru,"PI ISD, Office",PI ISD,Office,—,,9480800691,,
Commissionerates,Mysuru City,Mysuru,"PI CCRB, Office",PI CCRB,Office,2418335,,9480802253,,ccrbmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"ACP FPB, Office",ACP FPB,Office,2418336,,9480800487,,
Commissionerates,Mysuru City,Mysuru,"PI CSB, Office",PI CSB,Office,2418137,,2418537,,piscbmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"DySP Airport PS, Office",DySP Airport PS,Office,—,,9480800772,,airportsecuritymyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"RSI ASC Team, Office",RSI ASC Team,Office,2418537,,—,,
Commissionerates,Mysuru City,Mysuru,"Dog Squad, Office",Dog Squad,Office,2418563,,—,,
Commissionerates,Mysuru City,Mysuru,"CMDT. Home Guard, Office",CMDT. Home Guard,Office,2449485,,—,,
Commissionerates,Mysuru City,Mysuru,"Cyber Crime PS, Office",Cyber Crime PS,Office,2418598,,9480802263,,cybermyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"ACP CAR-1, Office",ACP CAR-1,Office,—,,9480802208,,
Commissionerates,Mysuru City,Mysuru,"ACP CAR-2, Office",ACP CAR-2,Office,2418345,,9480802209,,
Commissionerates,Mysuru City,Mysuru,"ACP CAR-3, Office",ACP CAR-3,Office,2418346,,9480802210,,
Commissionerates,Mysuru City,Mysuru,"ACP Palace, Office",ACP Palace,Office,2418152,,2418552,,
Commissionerates,Mysuru City,Mysuru,"RPI-1, Office",RPI-1,Office,2418551,,9480802256,,
Commissionerates,Mysuru City,Mysuru,"RPI-2, Office",RPI-2,Office,2418551,,9480802257,,
Commissionerates,Mysuru City,Mysuru,"RPI-3, Office",RPI-3,Office,2418551,,9480802258,,
Commissionerates,Mysuru City,Mysuru,"RPI MTO, Office",RPI MTO,Office,2418348,,9480802255,,carmtmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"RPI Palace-1, Office",RPI Palace-1,Office,2418552,,9480802259,,
Commissionerates,Mysuru City,Mysuru,"ACP Mounted Company, Office",ACP Mounted Company,Office,2418556,,—,,acpmountedmyc@ksp.gov.in
Commissionerates,Mysuru City,Mysuru,"RPI Mounted Company, Office",RPI Mounted Company,Office,2418556,,—,,
Commissionerates,Mysuru City,Mysuru,"RPI Band Office, Office",RPI Band Office,Office,2418741,,—,,
Commissionerates,Mysuru City,Mysuru,"DC, Office",DC,Office,2422302,,—,,
Commissionerates,Mysuru City,Mysuru,"AC, Office",AC,Office,2422110,,—,,
Commissionerates,Mysuru City,Mysuru,"Administrative Trg. Institute, Office",Administrative Trg. Institute,Office,2443264,,—,,
Commissionerates,Mysuru City,Mysuru,"DHO, Office",DHO,Office,2529205,,—,,
Commissionerates,Mysuru City,Mysuru,"ZP CEO, Office",ZP CEO,Office,2330316,,—,,
Commissionerates,Mysuru City,Mysuru,"DFO, Office",DFO,Office,2483853,,—,,
Commissionerates,Mysuru City,Mysuru,"RFSL, Office",RFSL,Office,2522250,,—,,
Commissionerates,Mysuru City,Mysuru,"IB Guest House, Office",IB Guest House,Office,2542217,,—,,
Commissionerates,Mysuru City,Mysuru,"Fire Officer, Office",Fire Officer,Office,2540116,,—,,
Commissionerates,Mysuru City,Mysuru,"Training Institute, Office",Training Institute,Office,2520906,,—,,
Commissionerates,Mysuru City,Mysuru,"RTO, Office",RTO,Office,2330364,,—,,
Commissionerates,Mysuru City,Mysuru,"Police Complaint Authority, Office",Police Complaint Authority,Office,2418340,,—,,
Commissionerates,Mysuru City,Mysuru,"Bapuji Oldage Home, Office",Bapuji Oldage Home,Office,2517705,,2510738,,
Ranges,Southern Range – Mysuru,Mysuru,"IGP, Southern Range",IGP,Southern Range,0821-2421200,2445168,9480800031,,igpsr@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"DySP HQ, IGP Office",DySP HQ,IGP Office,2418602,,9480805019,,
Ranges,Southern Range – Mysuru,Mysuru,"DySP D.E, IGP Office",DySP D.E,IGP Office,2418702,,9480805018,,
Ranges,Southern Range – Mysuru,Mysuru,"DySP FPB, IGP Office",DySP FPB,IGP Office,2444545,,9480800488,,
Ranges,Southern Range – Mysuru,Mysuru,"SP, DCRE, Southern Range",SP,"DCRE, Southern Range",0821-2344970,2344912,9480806107,,sp.dcre.mys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"SP, Mysuru",SP,Mysuru,2520040,,2418607,,spmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"Addl. SP-1, Mysuru",Addl. SP-1,Mysuru,2446638,,9480805002,,addlspmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"Addl. SP-2, Mysuru",Addl. SP-2,Mysuru,2446932,,9480805009,,addlsp2mys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"Dist. C/Room, Office",Dist. C/Room,Office,2418612,,2443535,,dcmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"DySP(W) South Zone, Office",DySP(W) South Zone,Office,2418572,,9480800912,,dspwszmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI(W), Office",PI(W),Office,2444800,,9480800936,,piwdcrmys@gmail.com
Ranges,Southern Range – Mysuru,Mysuru,"DySP, Mysuru Rural",DySP,Mysuru Rural,2436600,,2418714,,sdporuralmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI Women PS, Office",PI Women PS,Office,2441552,,9480805061,,womenpsmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,2483637,,9480805008,,cenpsmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI Mysuru South PS, Office",PI Mysuru South PS,Office,2444955,,9480805045,,southmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI K.R.Nagar PS, Office",PI K.R.Nagar PS,Office,262222,,9480805036,,krnagarmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI K.R.Nagar PS, Office",PSI K.R.Nagar PS,Office,263666,,—,,
Ranges,Southern Range – Mysuru,Mysuru,"PI Saligrama PS, Office",PI Saligrama PS,Office,283341,,9480805062,,saligramamys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"CPI Mysuru Rural, Office",CPI Mysuru Rural,Office,2520260,,2418615,,cpiruralmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Jayapura, Office",PSI Jayapura,Office,2595781,,9480805047,,jayapuramys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Yelawala, Office",PSI Yelawala,Office,2402222,,9480805046,,yelawalamys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Varuna, Office",PSI Varuna,Office,2594411,,9480805052,,varunamys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"DySP Hunsur, Office",DySP Hunsur,Office,252044,,9480805022,,sdpohunsurmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI Hunsur Town PS, Office",PI Hunsur Town PS,Office,252133,,9480805034,,hunsurtownmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI Hunsur Rural PS, Office",PI Hunsur Rural PS,Office,252042,,9480805056,,hunsurruralmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI Bilikere PS, Office",PI Bilikere PS,Office,240002,,9480805057,,bilikeremys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"CPI Bylakuppa Circle, Office",CPI Bylakuppa Circle,Office,274172,,9480805035,,cpibyalakuppemys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Bylakuppa PS, Office",PSI Bylakuppa PS,Office,254433,,9480805059,,byalakuppemys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Bettadapura PS, Office",PSI Bettadapura PS,Office,275700,,9480805060,,bettadapuramys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI Periyapatna PS, Office",PI Periyapatna PS,Office,273100,,9480805058,,periyapatnamys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"CPI Sargur Circle, Office",CPI Sargur Circle,Office,257542,,9480805037,,cpisargurmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Sargur PS, Office",PSI Sargur PS,Office,265542,,9480805064,,sargurmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Antharasanthe PS, Office",PSI Antharasanthe PS,Office,268333,,9480805065,,antharasanthemys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI H.D.Kote PS, Office",PI H.D.Kote PS,Office,255329,,9480805063,,hdkotemys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"DySP, Nanjangudu",DySP,Nanjangudu,226249,,9480805021,,sdponanjangudmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI Nanjangudu Town PS, Office",PI Nanjangudu Town PS,Office,228383,,9480805048,,nanjangudtownmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Nanjangudu Traffic PS, Office",PSI Nanjangudu Traffic PS,Office,226633,,9480805055,,nanjangudtrafficps@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI Nanjangudu Rural PS, Office",PI Nanjangudu Rural PS,Office,226259,,9480805049,,nanjangudruralmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"CPI Biligere, Office",CPI Biligere,Office,226226,,9480805032,,biligeremys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Biligere, Office",PSI Biligere,Office,232255,,9480805051,,
Ranges,Southern Range – Mysuru,Mysuru,"PSI-1 Hullahalli PS, Office",PSI-1 Hullahalli PS,Office,220111,,9480805066,,hullahallimys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Kowlande PS, Office",PSI Kowlande PS,Office,295621,,9480805050,,kowlandemys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI T.N.Pura PS, Office",PI T.N.Pura PS,Office,260990,,9480805033,,
Ranges,Southern Range – Mysuru,Mysuru,"PSI-1 T.N.Pura PS, Office",PSI-1 T.N.Pura PS,Office,261227,,—,,tnpuramys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI Bannur PS, Office",PI Bannur PS,Office,275632,,9480805053,,bannurmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Bannur PS, Office",PSI Bannur PS,Office,275632,,—,,
Ranges,Southern Range – Mysuru,Mysuru,"PI Talakadu PS, Office",PI Talakadu PS,Office,273369,,9480805054,,talakadumys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"AAO, Office",AAO,Office,2441551,,—,,aaomys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"DySP ISD, Office",DySP ISD,Office,2474450,,9480800614,,
Ranges,Southern Range – Mysuru,Mysuru,"PI ISD, Office",PI ISD,Office,2474450,,9480800691,,
Ranges,Southern Range – Mysuru,Mysuru,"PI DSB, Office",PI DSB,Office,2529710,,9480805007,,pidsbmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"RPI DAR, Office",RPI DAR,Office,2473058,,9480805006,,darmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"DySP FPB, Office",DySP FPB,Office,2444545,,9480800488,,
Ranges,Southern Range – Mysuru,Mysuru,"PI FPB, Office",PI FPB,Office,—,,9480805010,,fpbmyc@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"FSL, Office",FSL,Office,2522250,,—,,rfslmys@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"Prison, Office",Prison,Office,2492089,,—,,
Ranges,Southern Range – Mysuru,Mysuru,"PTS, Office",PTS,Office,2418732,,—,,ptsmyc@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"Home Guard, Office",Home Guard,Office,2542877,,—,,
Ranges,Southern Range – Mysuru,Mysuru,"SP, Hassan",SP,Hassan,268410,,268845,,sphsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"Addl. SP-1, Hassan",Addl. SP-1,Hassan,265076,,268057,,addlsphsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"Addl. SP-2, Hassan",Addl. SP-2,Hassan,268007,,9480804710,,
Ranges,Southern Range – Mysuru,Mysuru,"Dist. C/Room, Office",Dist. C/Room,Office,268845,,265000,,dchsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI(W), Office",PI(W),Office,268845,,9480800940,,
Ranges,Southern Range – Mysuru,Mysuru,"ERSS, Office",ERSS,Office,268422,,—,,
Ranges,Southern Range – Mysuru,Mysuru,"DySP, Hassan",DySP,Hassan,268964,,9480804720,,sdpohsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI Women PS, Office",PI Women PS,Office,261000,,9480804772,,womenpshsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,251666,,9480804708,,dcbhsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI Hassan City PS, Office",PI Hassan City PS,Office,268333,,9480804745,,townhsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI-1 Hassan City PS, Office",PSI-1 Hassan City PS,Office,268333,,9480804778,,
Ranges,Southern Range – Mysuru,Mysuru,"PI Hassan (R) PS, Office",PI Hassan (R) PS,Office,268630,,9480804746,,ruralhsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Hassan (R) PS, Office",PSI Hassan (R) PS,Office,268630,,—,,
Ranges,Southern Range – Mysuru,Mysuru,"PI Hassan Extension PS, Office",PI Hassan Extension PS,Office,268967,,9480804730,,extensionhsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI-1 Hassan Extension PS, Office",PSI-1 Hassan Extension PS,Office,268967,,9480804747,,
Ranges,Southern Range – Mysuru,Mysuru,"PI Pension Mohalla PS, Office",PI Pension Mohalla PS,Office,272260,,9480804748,,pensionmohallahsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Pension Mohalla PS, Office",PSI Pension Mohalla PS,Office,272260,,9480804741,,
Ranges,Southern Range – Mysuru,Mysuru,"PI Hassan Traffic PS, Office",PI Hassan Traffic PS,Office,272846,,9480804749,,traffichsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI-1 Hassan Traffic PS, Office",PSI-1 Hassan Traffic PS,Office,272846,,9480804773,,
Ranges,Southern Range – Mysuru,Mysuru,"PSI-2 Hassan Traffic PS, Office",PSI-2 Hassan Traffic PS,Office,272846,,9480804774,,
Ranges,Southern Range – Mysuru,Mysuru,"CPI Shanthigrama Circle, Office",CPI Shanthigrama Circle,Office,233980,,9480804737,,cpiruralhsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Shanthigrama PS, Office",PSI Shanthigrama PS,Office,—,,9480804783,,sgramahsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Gorur PS, Office",PSI Gorur PS,Office,225475,,9480804750,,gorurhsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Dudda PS, Office",PSI Dudda PS,Office,223935,,9480804751,,duddahsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"DySP, Arasikere",DySP,Arasikere,232422,,9480804721,,sdpoarasikerehsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"CPI Arasikere Rural Circle, Office",CPI Arasikere Rural Circle,Office,232702,,9480804731,,cpiarasikereruralhsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Gandasi PS, Office",PSI Gandasi PS,Office,220630,,9480804755,,gandasihsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Javagal PS, Office",PSI Javagal PS,Office,271221,,9480804784,,javgalhsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI Banavara PS, Office",PSI Banavara PS,Office,235633,,9480804756,,banavarahsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI Arasikere Rural PS, Office",PI Arasikere Rural PS,Office,232237,,9480804754,,arasikereruralhsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PI Arasikere (T) PS, Office",PI Arasikere (T) PS,Office,232233,,9480804738,,arasikeretownhsn@ksp.gov.in
Ranges,Southern Range – Mysuru,Mysuru,"PSI-1 Arasikere (T) PS, Office",PSI-1 Arasikere (T) PS,Office,232233,,9480804753,,
Ranges,Southern Range – Mysuru,Mysuru,"CPI Halebeedu Circle, Office",CPI Halebeedu Circle,Office,222460,,9480804732,,cpibelurhsn@ksp.gov.in
