Section,Unit,District,Name,Rank,Station,Office 1,Office 2,Mobile 1,Mobile 2,Email
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Hospet Rural PS, Office",PSI-1 Hospet Rural PS,Office,228233,,9480805753,,hospetruralvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PI Chittawadagi PS, Office",PI Chittawadagi PS,Office,228543,,9480805747,,chitawadgivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Chittawadagi PS, Office",PSI-1 Chittawadagi PS,Office,228543,,9480805757,,chitwadgivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"CPI T.B Dam Circle, Office",CPI T.B Dam Circle,Office,259233,,9480805731,,cpitbdamvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI T.B Dam PS, Office",PSI T.B Dam PS,Office,259233,,9480805754,,tbdamvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Hospet Extn. PS, Office",PSI-1 Hospet Extn. PS,Office,230233,,9480805755,,hospetextnvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"CPI Hampi Circle, Office",CPI Hampi Circle,Office,—,,9480805732,,cpihampivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Hampi Tourist PS, Office",PSI-1 Hampi Tourist PS,Office,241530,,9480805758,,hampivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-2 Hampi Tourist PS, Office",PSI-2 Hampi Tourist PS,Office,241530,,9480805759,,hampivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Hampi Traffic PS, Office",PSI-1 Hampi Traffic PS,Office,241630,,9480805760,,hampitrafficvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-2 Hampi Traffic PS, Office",PSI-2 Hampi Traffic PS,Office,241630,,9480805761,,hampitrafficvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Kamalapur PS, Office",PSI-1 Kamalapur PS,Office,241240,,9480805762,,kamalapurvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-2 Kamalapur PS, Office",PSI-2 Kamalapur PS,Office,241240,,9480805763,,kamalapurvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"DySP, Kudligi",DySP,Kudligi,220326,,9480805721,,sdpokdgvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"CPI Kudligi Circle, Office",CPI Kudligi Circle,Office,—,,9480805747,,cpikdlvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Kudligi PS, Office",PSI-1 Kudligi PS,Office,220223,,9480805766,,kudligivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Gudekote PS, Office",PSI-1 Gudekote PS,Office,227833,,9480805767,,gudekotevjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"CPI Kottur Circle, Office",CPI Kottur Circle,Office,—,,9480805748,,cpikotavjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Kottur PS, Office",PSI-1 Kottur PS,Office,226333,,9480805783,,kotturpsvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Hosalli PS, Office",PSI-1 Hosalli PS,Office,229433,,9480805784,,hosahallivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"CPI H.B.Halli Circle, Office",CPI H.B.Halli Circle,Office,238333,,8277978190,,cpihbhallivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI H.B.Halli PS, Office",PSI H.B.Halli PS,Office,238333,,9480805770,,hbhallivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 T.B.Halli PS, Office",PSI-1 T.B.Halli PS,Office,249205,,9480805771,,tbhallivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-2 T.B. Halli PS, Office",PSI-2 T.B. Halli PS,Office,249205,,—,,
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 M.M.Halli PS, Office",PSI-1 M.M.Halli PS,Office,244030,,9480805769,,mmhallivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-2 M.M.Halli PS, Office",PSI-2 M.M.Halli PS,Office,244030,,—,,
Ranges,Ballari Range – Ballari,Ballari,"DySP, Harapanahalli",DySP,Harapanahalli,240666,,9480805722,,sdpoharapanhallivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"CPI Harapanahalli Circle, Office",CPI Harapanahalli Circle,Office,—,,9480805736,,cpiharapanhallivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Harapanahalli PS, Office",PSI-1 Harapanahalli PS,Office,280064,,9480805776,,harapanhallivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Arasikere PS, Office",PSI-1 Arasikere PS,Office,—,,9480805778,,arasikerevjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI Halawagalu PS, Office",PSI Halawagalu PS,Office,272033,,9480805777,,halwagaluvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Chigateri PS, Office",PSI-1 Chigateri PS,Office,274666,,9480805779,,chigaterivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"CPI Hadagali Circle, Office",CPI Hadagali Circle,Office,—,,9480805737,,cpihadagalivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Hadagali PS, Office",PSI-1 Hadagali PS,Office,—,,9480805780,,hadagalivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI Hirehadagali PS, Office",PSI Hirehadagali PS,Office,—,,9480805781,,hirehadagalivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Ittigi PS, Office",PSI-1 Ittigi PS,Office,—,,9480805782,,ittigivjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PI DCRB, Office",PI DCRB,Office,—,,9480805708,,dcrbvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PI DSB, Office",PI DSB,Office,—,,9480805709,,dsbvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"RPI DAR, Office",RPI DAR,Office,—,,9480805706,,darvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PI FPB, Office",PI FPB,Office,—,,9480805711,,fpbvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"SOCO Team, Office",SOCO Team,Office,—,,9480805713,,
Ranges,Ballari Range – Ballari,Ballari,"Social Media, Office",Social Media,Office,—,,9480805719,,smmcvjn@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"SP, Koppal",SP,Koppal,230111,,9480803701,,spkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"Addl. SP, Koppal",Addl. SP,Koppal,—,,9480803702,,addlspkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"Dist. C/Room, Office",Dist. C/Room,Office,230800,,9480803700,,dckpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PI(W), Office",PI(W),Office,230222,,9480800957,,
Ranges,Ballari Range – Ballari,Ballari,"DySP, Koppal",DySP,Koppal,—,,9480803720,,sdpokpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"Women PS, Office",Women PS,Office,221233,,—,,womenpskpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,230029,,9480803753,,dcbkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"CDR Section, Office",CDR Section,Office,—,,9480803708,,
Ranges,Ballari Range – Ballari,Ballari,"PI Koppal (T) PS, Office",PI Koppal (T) PS,Office,220333,,9480803745,,townkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI Koppal Traffic PS, Office",PSI Koppal Traffic PS,Office,222822,,—,,traffickpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"CPI Koppal Rural Circle, Office",CPI Koppal Rural Circle,Office,221333,,9480803731,,cpiruralkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI Koppal (R) PS, Office",PSI Koppal (R) PS,Office,221333,,9480803746,,ruralkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI Munirabad PS, Office",PSI Munirabad PS,Office,270333,,9480803748,,munirabdkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI Alwandi PS, Office",PSI Alwandi PS,Office,285233,,9480803747,,alwabdikpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"CPI Yelburga PS, Office",CPI Yelburga PS,Office,220133,,9480803733,,cpiyelburgakpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI Yelburga PS, Office",PSI Yelburga PS,Office,220133,,9480803749,,yelburgakpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI Kukanoor PS, Office",PSI Kukanoor PS,Office,230438,,9480803750,,kuknoorkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI Bevoor PS, Office",PSI Bevoor PS,Office,227641,,9480803751,,bevoorkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"DySP Gangavati, Office",DySP Gangavati,Office,230853,,9480803721,,sdpogovtkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PI Gangavati Town PS, Office",PI Gangavati Town PS,Office,230633,,9480803752,,
Ranges,Ballari Range – Ballari,Ballari,"PSI Gangavati Town PS, Office",PSI Gangavati Town PS,Office,230100,,—,,gvttownkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Gangavati Traffic PS, Office",PSI-1 Gangavati Traffic PS,Office,231533,,9480803756,,gvttraffickpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PI Gangavati Rural PS, Office",PI Gangavati Rural PS,Office,230854,,9480803730,,gvtruralkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PI Karatagi PS, Office",PI Karatagi PS,Office,275331,,9480803754,,karatagikpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PI Kanakagiri PS, Office",PI Kanakagiri PS,Office,240233,,9480803755,,kanakagirikpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"CPI Kushtagi Circle, Office",CPI Kushtagi Circle,Office,267033,,9480803732,,cpikushtagikpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI Kushtagi PS, Office",PSI Kushtagi PS,Office,267033,,9480803757,,kushtagikpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI Tawaragera PS, Office",PSI Tawaragera PS,Office,275322,,9480803758,,tawargerakpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI Hanumasagara PS, Office",PSI Hanumasagara PS,Office,270333,,9480803759,,hanumsagarkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"AAO, Office",AAO,Office,230629,,—,,
Ranges,Ballari Range – Ballari,Ballari,"PI DSB Koppal, Office",PI DSB Koppal,Office,—,,9480803707,,dcbkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PI DCRB, Office",PI DCRB,Office,—,,9480803709,,dcrbkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"DySP DAR Koppal, Office",DySP DAR Koppal,Office,230169,,9480803706,,darkpl@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"RPI DAR Koppal, Office",RPI DAR Koppal,Office,230169,,—,,
Ranges,Ballari Range – Ballari,Ballari,"PI INT Koppal, Office",PI INT Koppal,Office,222133,,—,,
Ranges,Ballari Range – Ballari,Ballari,"DySP KLA, Office",DySP KLA,Office,220200,,—,,
Ranges,Ballari Range – Ballari,Ballari,"PI FPB, Office",PI FPB,Office,—,,9480803710,,
Ranges,Ballari Range – Ballari,Ballari,"Home Guard, Office",Home Guard,Office,225533,,—,,
Ranges,Ballari Range – Ballari,Ballari,"Jail, Office",Jail,Office,221200,,—,,
Ranges,Ballari Range – Ballari,Ballari,"Fire Officer, Office",Fire Officer,Office,221300,,—,,
Ranges,Ballari Range – Ballari,Ballari,"SP, Raichur",SP,Raichur,235001,,235022,,sprcr@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"Addl. SP-1, Raichur",Addl. SP-1,Raichur,235133,,9480803802,,addlsprcr@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"Addl. SP-2, Raichur",Addl. SP-2,Raichur,—,,9480803803,,addlsp2rcr@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"Dist. C/Room, Office",Dist. C/Room,Office,235187,,235635,,dcrcr@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PI(W), Office",PI(W),Office,235635,,9480800956,,
Ranges,Ballari Range – Ballari,Ballari,"DCC ERSS 112 Raichur, Office",DCC ERSS 112 Raichur,Office,—,,9480803870,,
Ranges,Ballari Range – Ballari,Ballari,"DySP, Raichur",DySP,Raichur,236338,,9480803820,,sdporcr@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PI Women PS, Office",PI Women PS,Office,228545,,9480803808,,womenpsrcr@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,235377,,9480803812,,cenpsrcr@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PI Sadarbazar PS, Office",PI Sadarbazar PS,Office,226842,,9480803830,,sardarbazarrcr@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Sadarbazar PS, Office",PSI-1 Sadarbazar PS,Office,226148,,9480803845,,
Ranges,Ballari Range – Ballari,Ballari,"CPI Raichur West Circle, Office",CPI Raichur West Circle,Office,226856,,9480803831,,cpiwestrcr@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Raichur West PS, Office",PSI-1 Raichur West PS,Office,232570,,9480803847,,westrcr@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Market Yard PS, Office",PSI-1 Market Yard PS,Office,235600,,9480803849,,marketyardrcr@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-2 Market Yard PS, Office",PSI-2 Market Yard PS,Office,235600,,9480803871,,
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Netajinagar PS, Office",PSI-1 Netajinagar PS,Office,240222,,9480803846,,netajinagarrcr@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Raichur Traffic PS, Office",PSI-1 Raichur Traffic PS,Office,226124,,9480803848,,trafficrcr@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-2 Raichur Traffic PS, Office",PSI-2 Raichur Traffic PS,Office,226124,,9480803875,,
Ranges,Ballari Range – Ballari,Ballari,"CPI Rural Raichur Circle, Office",CPI Rural Raichur Circle,Office,235606,,9480803832,,cpiruralrcr@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI-1 Raichur Rural PS, Office",PSI-1 Raichur Rural PS,Office,235308,,9480803850,,ruralrcr@ksp.gov.in
Ranges,Ballari Range – Ballari,Ballari,"PSI Shaktinagar PS, Office",PSI Shaktinagar PS,Office,246133,,9480803868,,shaktinagarrcr@ksp.gov.in
