Section,Unit,District,Name,Rank,Station,Office 1,Office 2,Mobile 1,Mobile 2,Email
Commissionerates,Kalaburagi City,Kalaburagi,"Social Media, Office",Social Media,Office,—,,9480805535,,smcellkbc@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DIGP, North Eastern Range",DIGP,North Eastern Range,08472-263601,,9480800030,,igpner@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DySP Admin, IGP Office",DySP Admin,IGP Office,263605,,9480803518,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DySP DE, IGP Office",DySP DE,IGP Office,263605,,9480803519,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DySP FPB, IGP Office",DySP FPB,IGP Office,—,,9480800483,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"SP, DCRE, North-Eastern Range",SP,"DCRE, North-Eastern Range",08472-263647,,9480806111,,spnerdcre@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"SP, Kalaburagi",SP,Kalaburagi,08472-263602,,9480803501,,spgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Addl. SP-1, Kalaburagi",Addl. SP-1,Kalaburagi,08472-263603,,9480803502,,addlspgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Addl. SP-2, Kalaburagi",Addl. SP-2,Kalaburagi,263609,,9480803509,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Dist. C/Room, Office",Dist. C/Room,Office,279180,,263604,,dcgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI(W), Office",PI(W),Office,—,,9480800955,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Cyber Crime PS, Office",Cyber Crime PS,Office,273154,,9480803603,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Women PS, Office",Women PS,Office,263620,,9480803556,,womengba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DySP, Kalaburagi Rural",DySP,Kalaburagi Rural,263626,,9480803522,,sdporuralgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"CPI Kalaburagi Rural Circle, Office",CPI Kalaburagi Rural Circle,Office,263630,,9480803530,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Kamalapur PS, Office",PSI Kamalapur PS,Office,08478-221306,,9480803558,,kamalapurblr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Mahagaon PS, Office",PSI Mahagaon PS,Office,08478-220355,,9480803557,,mahagoangba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"CPI Jewargi Circle, Office",CPI Jewargi Circle,Office,08442-236033,,9480803533,,cpijewargigba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Jewargi PS, Office",PSI Jewargi PS,Office,08442-223933,,9480803560,,jewargigba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Nelogi PS, Office",PSI Nelogi PS,Office,08442-225033,,9480803562,,nelogigba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Yedrami PS, Office",PSI Yedrami PS,Office,08442-226233,,9480803561,,yedramigba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DySP, Shahabad",DySP,Shahabad,204444,,9480803525,,sdposhahabadgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI Shahabad PS, Office",PI Shahabad PS,Office,204444,,9480803570,,shahabadtowngba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI-1 Shahabad PS, Office",PSI-1 Shahabad PS,Office,204444,,9480803623,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI-2 Shahabad PS, Office",PSI-2 Shahabad PS,Office,204444,,9480803624,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"CPI Kalagi Circle, Office",CPI Kalagi Circle,Office,227796,,9480803542,,cpikalagigba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Kalagi PS, Office",PSI Kalagi PS,Office,227633,,9480803572,,kalagigba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Madbool PS, Office",PSI Madbool PS,Office,290166,,9480803571,,madboolgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"CPI Chithapur Circle, Office",CPI Chithapur Circle,Office,236116,,9480803532,,chittaputagba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Chithapur PS, Office",PSI Chithapur PS,Office,236123,,9480803573,,chittapurgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI-1 Wadi PS, Office",PSI-1 Wadi PS,Office,08476-202300,,9480803574,,wadirly@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI-2 Wadi PS, Office",PSI-2 Wadi PS,Office,08476-202300,,—,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DySP, Chincholli",DySP,Chincholli,273100,,9480803524,,sdpochincholigba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"CPI Chincholli Circle, Office",CPI Chincholli Circle,Office,291033,,9480803540,,cpichincholigba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Chincholli PS, Office",PSI Chincholli PS,Office,273033,,9480803588,,chincholigba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Konchawaram PS, Office",PSI Konchawaram PS,Office,285181,,9480803590,,kunchawaramgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Miriyana PS, Office",PSI Miriyana PS,Office,295444,,9480803589,,miriyangba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"CPI Sulepeth Circle, Office",CPI Sulepeth Circle,Office,295090,,9480803541,,cpisulupethgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Sulepeth PS, Office",PSI Sulepeth PS,Office,295024,,9480803591,,sulupethgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Ratkal PS, Office",PSI Ratkal PS,Office,292833,,9480803592,,ratkalgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"CPI Sedam Circle, Office",CPI Sedam Circle,Office,276166,,9480803537,,cpisedamgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI-1 Sedam PS, Office",PSI-1 Sedam PS,Office,276166,,9480803593,,sedamgbagba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI-2 Sedam PS, Office",PSI-2 Sedam PS,Office,—,,9480803621,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Malkhed PS, Office",PSI Malkhed PS,Office,280366,,9480803595,,malkhedgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Kurkunta PS, Office",PSI Kurkunta PS,Office,228543,,9480803596,,kurkuntagba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI Mudhol PS, Office",PI Mudhol PS,Office,220811,,9480803594,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Mudhol PS, Office",PSI Mudhol PS,Office,—,,9480803622,,mudholbgk@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DySP Alland, Office",DySP Alland,Office,202443,,9480803537,,sdpoalandgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI Alland PS, Office",PI Alland PS,Office,202222,,9480803563,,alalndgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI-2 Alland PS, Office",PSI-2 Alland PS,Office,202222,,9480803625,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"CPI Alland Circle, Office",CPI Alland Circle,Office,202222,,9480803539,,cpialandgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Nimbarga PS, Office",PSI Nimbarga PS,Office,286733,,9480803565,,nimbargagba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Madan Hipparga PS, Office",PSI Madan Hipparga PS,Office,216266,,9480803566,,madanhihipparagagba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Narona PS, Office",PSI Narona PS,Office,228233,,9480803564,,naronagba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"CPI Afzalpur Circle, Office",CPI Afzalpur Circle,Office,283038,,9480803538,,cpiafzalpurgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI-1 Afzalpur PS, Office",PSI-1 Afzalpur PS,Office,283038,,9480803567,,afzalpurgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI-2 Afzalpur PS, Office",PSI-2 Afzalpur PS,Office,283038,,—,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Revoor PS, Office",PSI Revoor PS,Office,269436,,9480803569,,revoorgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Deval Gangapur PS, Office",PSI Deval Gangapur PS,Office,274360,,9480803568,,dgpuragba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"AAO, Office",AAO,Office,263606,,9480803621,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DySP INT, Office",DySP INT,Office,263650,,9449878614,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DySP DCRB, Office",DySP DCRB,Office,—,,,,dcrbgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DySP D.A.R, Office",DySP D.A.R,Office,263612,,9480803506,,dargba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"RPI MTO, Office",RPI MTO,Office,—,,9480803613,,mtodargba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI DSB, Office",PI DSB,Office,263610,,9480803507,,dsbgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI DCIB, Office",PI DCIB,Office,263610,,9480803508,,dcibgba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI DCRB, Office",PSI DCRB,Office,—,,9480032100,,dcrb1gba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI ISD, Office",PI ISD,Office,—,,9480800663,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI DCB, Office",PI DCB,Office,—,,9480803603,,dcbga@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI FPB, Office",PI FPB,Office,—,,9480803510,,fpugba@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Social Media, Office",Social Media,Office,—,,9480803610,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI Railway Wadi, Office",PI Railway Wadi,Office,08476-202244,,9480802103,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"6th BN Commdt. KSRP, Office",6th BN Commdt. KSRP,Office,212196,,9480805806,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Sub Jail, Office",Sub Jail,Office,212505,,—,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Comdt. Home Guards, Office",Comdt. Home Guards,Office,263024,,08472-245735,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"SP, Yadgiri",SP,Yadgiri,253730,,252776,,spydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Addl. SP, Yadgiri",Addl. SP,Yadgiri,253776,,9480803602,,addlspydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Dist. C/Room, Office",Dist. C/Room,Office,253778,,253736,,dcydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI(W), Office",PI(W),Office,—,,9480800959,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DySP Yadgiri, Office",DySP Yadgiri,Office,252301,,9480803526,,sdpoyadgirydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Women PS, Office",PSI Women PS,Office,253255,,9480803639,,womenydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,253778,,9480803664,,picenyadagiri@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"CPI Yadgiri Circle, Office",CPI Yadgiri Circle,Office,251114,,9480803534,,cpiyadgirydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI-1 Yadgiri (T) PS, Office",PSI-1 Yadgiri (T) PS,Office,252100,,—,,yadgirydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI-1 Yadgiri (R) PS, Office",PSI-1 Yadgiri (R) PS,Office,252303,,9480803576,,yadgirruralydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Wadagera PS, Office",PSI Wadagera PS,Office,219003,,9480803577,,wadagerydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Yadgiri Traffic PS, Office",PSI Yadgiri Traffic PS,Office,250001,,9480803638,,trafficydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI Gurmitkal, Office",PI Gurmitkal,Office,225153,,9480803543,,cpigurmitkalydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Gurmitkal, Office",PSI Gurmitkal,Office,225054,,9480803581,,gurmitkalydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI Saidapur PS, Office",PI Saidapur PS,Office,224233,,9480803582,,saidapurydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DySP Shorapur, Office",DySP Shorapur,Office,256302,,9480803637,,sdposhorapurydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI Shahapur PS, Office",PI Shahapur PS,Office,243329,,9480803578,,shahapurydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI Shorapur PS, Office",PI Shorapur PS,Office,256030,,9480803583,,shorapurydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"CPI Shahapur Circle, Office",CPI Shahapur Circle,Office,240150,,9480803535,,cpishahapurydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI B.Gudi PS, Office",PSI B.Gudi PS,Office,222055,,9480803580,,bgudiydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Gogi PS, Office",PSI Gogi PS,Office,225533,,9480803579,,gogiydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"CPI Hunsagi Circle, Office",CPI Hunsagi Circle,Office,200488,,9480803536,,cpishorapurydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Hunsagi PS, Office",PSI Hunsagi PS,Office,200388,,9480803587,,hunasagiydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Kembhavi PS, Office",PSI Kembhavi PS,Office,08443-278210,,9480803585,,kembhaviydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Kodekal PS, Office",PSI Kodekal PS,Office,222833,,9480803584,,kodekalydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Narayanpur PS, Office",PSI Narayanpur PS,Office,229624,,9480803586,,narayanapurydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"AAO, Office",AAO,Office,253735,,9480803669,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"SP, Lokayuktha",SP,Lokayuktha,253802,,9364062529,,spklayadagir@gmail.com
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DySP, Lokayuktha",DySP,Lokayuktha,250077,,9364062589,,kla.dsp-ydgr@karnataka.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI-1 Lokayuktha, Office",PI-1 Lokayuktha,Office,253355,,9364062714,,kla.pi1-ydgr@karnataka.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI-2 Lokayuktha, Office",PI-2 Lokayuktha,Office,253355,,9364062715,,kla.pi2-ydgr@karnataka.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI DSB, Office",PI DSB,Office,253737,,9480803660,,dsbydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI DCRB, Office",PI DCRB,Office,253738,,9480803661,,dcrbydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DySP DAR, Office",DySP DAR,Office,08473-253277,,9480803668,,darydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"RPI DAR-I, Office",RPI DAR-I,Office,08473-253230,,9480803667,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI INT, Office",PI INT,Office,252266,,9449878615,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI GESCOM, Office",PI GESCOM,Office,250630,,—,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Excise, Office",Excise,Office,296732,,—,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Computer Section, Office",Computer Section,Office,253796,,9480806054,,ccydr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"SP, Bidar",SP,Bidar,226700,,298000,,spbdr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Addl. SP-1, Bidar",Addl. SP-1,Bidar,08482-226702,,9480803402,,addlspbdr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Addl. SP-2, Bidar",Addl. SP-2,Bidar,—,,9480803409,,addlsp2dbr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Dist. C/Room, Office",Dist. C/Room,Office,226704,,224024,,dcbdr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI(W), Office",PI(W),Office,—,,9480800958,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"DySP, Bidar",DySP,Bidar,226705,,9480803420,,sdpobdr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"Cyber Crime PS, Office",Cyber Crime PS,Office,220595,,9480803437,,cenpsbdr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"CPI Bidar Town Circle, Office",CPI Bidar Town Circle,Office,231387,,9480803431,,cpitownbdr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI-1 Bidar Sub-Urban PS, Office",PSI-1 Bidar Sub-Urban PS,Office,231046,,9480803445,,townbdr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI-2 Bidar Sub-Urban PS, Office",PSI-2 Bidar Sub-Urban PS,Office,231046,,—,,
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Market PS, Office",PSI Market PS,Office,226709,,9480803447,,marketbdr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PI Bidar New Town PS, Office",PI Bidar New Town PS,Office,228256,,9480803446,,newtownbdr@ksp.gov.in
Ranges,North-Eastern Range – Kalaburagi,Kalaburagi,"PSI Bidar New Town PS, Office",PSI Bidar New Town PS,Office,228256,,—,,
