Section,Unit,District,Name,Rank,Station,Office 1,Office 2,Mobile 1,Mobile 2,Email
Commissionerates,Hubballi–Dharwad City,Hubballi-Dharwad City,"AC Dharwad, Office",AC Dharwad,Office,2233860,,—,,
Commissionerates,Hubballi–Dharwad City,Hubballi-Dharwad City,"CEO ZP Dharwad, Office",CEO ZP Dharwad,Office,2447542,,2742221,,
Commissionerates,Hubballi–Dharwad City,Hubballi-Dharwad City,"MD HESCOM Hubballi, Office",MD HESCOM Hubballi,Office,2322771,,—,,
Commissionerates,Hubballi–Dharwad City,Hubballi-Dharwad City,"OP Dharwad, Office",OP Dharwad,Office,2233553,,—,,
Commissionerates,Hubballi–Dharwad City,Hubballi-Dharwad City,"SP Excise, Office",SP Excise,Office,2322066,,—,,
Commissionerates,Hubballi–Dharwad City,Hubballi-Dharwad City,"Womens Helpline, Office",Womens Helpline,Office,2233478,,—,,
Commissionerates,Hubballi–Dharwad City,Hubballi-Dharwad City,"Railway Station Hubli-Dharwad, Office",Railway Station Hubli-Dharwad,Office,2345354,,2326859,,
Commissionerates,Hubballi–Dharwad City,Hubballi-Dharwad City,"Airport Counter, Office",Airport Counter,Office,2237921,,—,,
Commissionerates,Hubballi–Dharwad City,Hubballi-Dharwad City,"Snake Catcher, Office",Snake Catcher,Office,—,,9448565136,,
Commissionerates,Hubballi–Dharwad City,Hubballi-Dharwad City,"Fire Officer, Office",Fire Officer,Office,2794101,,—,,
Commissionerates,Hubballi–Dharwad City,Hubballi-Dharwad City,"Corporation C/Room, Office",Corporation C/Room,Office,2213888,,2213898,,
Commissionerates,Hubballi–Dharwad City,Hubballi-Dharwad City,"High Court Dharwad, Office",High Court Dharwad,Office,2486281,,—,,
Commissionerates,Hubballi–Dharwad City,Hubballi-Dharwad City,"KIMS OP Hubballi, Office",KIMS OP Hubballi,Office,2373641,,2485265,,
Commissionerates,Hubballi–Dharwad City,Hubballi-Dharwad City,"Passport Cell COP Office, Office",Passport Cell COP Office,Office,2233460,,—,,passportcellhdc@ksp.gov.in
